standard,version,domain,variable,core,ordinal,label,role,type
sendig,ar-1-0,MB,MBORRES,Exp,16,Result or Finding in Original Units,Result Qualifier,Char
sendig,ar-1-0,MB,MBORRESU,Perm,17,Original Units,Variable Qualifier,Char
sendig,ar-1-0,MB,MBSTRESC,Exp,18,Result or Finding in Standard Format,Result Qualifier,Char
sendig,ar-1-0,MB,MBSTRESN,Perm,19,Numeric Result/Finding in Standard Units,Result Qualifier,Num
sendig,ar-1-0,MB,MBSTRESU,Perm,20,Standard Units,Variable Qualifier,Char
sendig,ar-1-0,MB,MBRESCAT,Perm,21,Result Category,Variable Qualifier,Char
sendig,ar-1-0,MB,MBSTAT,Perm,22,Completion Status,Record Qualifier,Char
sendig,ar-1-0,MB,MBREASND,Perm,23,Reason Not Done,Record Qualifier,Char
sendig,ar-1-0,MB,MBNAM,Perm,24,Laboratory/Vendor Name,Record Qualifier,Char
sendig,ar-1-0,MB,MBSPEC,Perm,25,Specimen Material Type,Record Qualifier,Char
sendig,ar-1-0,MB,MBSPCCND,Perm,26,Specimen Condition,Record Qualifier,Char
sendig,ar-1-0,MB,MBLOC,Perm,27,Specimen Collection Location,Record Qualifier,Char
sendig,ar-1-0,MB,MBLAT,Perm,28,Laterality,Variable Qualifier,Char
sendig,ar-1-0,MB,MBDIR,Perm,29,Directionality,Variable Qualifier,Char
sendig,ar-1-0,MB,MBMETHOD,Exp,30,Method of Test or Examination,Record Qualifier,Char
sendig,ar-1-0,MB,MBLOBXFL,Perm,31,Last Observation Before Exposure Flag,Record Qualifier,Char
sendig,ar-1-0,MB,MBBLFL,Perm,32,Baseline Flag,Record Qualifier,Char
sendig,ar-1-0,MB,MBFAST,Perm,33,Fasting Status,Record Qualifier,Char
sendig,ar-1-0,MB,MBDRVFL,Perm,34,Derived Flag,Record Qualifier,Char
sendig,ar-1-0,MB,MBRSTIND,Exp,35,Restraint Indicator,Record Qualifier,Char
sendig,ar-1-0,MB,MBRSTMOD,Exp,36,Restraint Mode,Record Qualifier,Char
sendig,ar-1-0,MB,MBDTC,Exp,37,Date/Time of Collection,Timing,Char
sendig,ar-1-0,MB,MBDY,Perm,38,Study Day of Visit/Collection/Exam,Timing,Num
sendig,ar-1-0,MB,MBNOMDY,Exp,39,Nominal Study Day for Tabulations,Timing,Num
sendig,ar-1-0,MB,MBNOMLBL,Perm,40,Label for Nominal Study Day,Timing,Char
sendig,ar-1-0,MB,MBXDY,Exp,41,Day of Collection Rel to Exp,Timing,Num
sendig,ar-1-0,MB,MBCHDY,Exp,42,Day of Collection Rel to Chall Agent,Timing,Num
sendig,ar-1-0,MB,MBTPT,Perm,43,Planned Time Point Name,Timing,Char
sendig,ar-1-0,MB,MBTPTNUM,Perm,44,Planned Time Point Number,Timing,Num
sendig,ar-1-0,MB,MBELTM,Perm,45,Planned Elapsed Time from Time Point Ref,Timing,Char
sendig,ar-1-0,MB,MBTPTREF,Perm,46,Time Point Reference,Timing,Char
sendig,ar-1-0,MB,MBRFTDTC,Perm,47,Date/Time of Reference Time Point,Timing,Char
sendig,ar-1-0,FA,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,ar-1-0,FA,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,ar-1-0,FA,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,ar-1-0,FA,FASEQ,Req,4,Sequence Number,Identifier,Num
sendig,ar-1-0,FA,FAGRPID,Perm,5,Group ID,Identifier,Char
sendig,ar-1-0,FA,FASPID,Perm,6,Sponsor-Defined Identifier,Identifier,Char
sendig,ar-1-0,FA,FATESTCD,Req,7,Findings About Test Short Name,Topic,Char
sendig,ar-1-0,FA,FATEST,Req,8,Findings About Test Name,Synonym Qualifier,Char
sendig,ar-1-0,FA,FAOBJ,Req,9,Object of the Observation,Record Qualifier,Char
sendig,ar-1-0,FA,FACAT,Perm,10,Category for Findings About,Grouping Qualifier,Char
sendig,ar-1-0,FA,FASCAT,Perm,11,Subcategory for Findings About,Grouping Qualifier,Char
sendig,ar-1-0,FA,FAORRES,Exp,12,Result or Finding in Original Units,Result Qualifier,Char
sendig,ar-1-0,FA,FAORRESU,Perm,13,Original Units,Variable Qualifier,Char
sendig,ar-1-0,FA,FASTRESC,Exp,14,Character Result/Finding in Std Format,Result Qualifier,Char
sendig,ar-1-0,FA,FASTRESN,Perm,15,Numeric Result/Finding in Standard Units,Result Qualifier,Num
sendig,ar-1-0,FA,FASTRESU,Perm,16,Standard Units,Variable Qualifier,Char
sendig,ar-1-0,FA,FASTAT,Perm,17,Completion Status,Record Qualifier,Char
sendig,ar-1-0,FA,FAREASND,Perm,18,Reason Not Performed,Record Qualifier,Char
sendig,ar-1-0,FA,FALOC,Perm,19,Location of the Finding About,Record Qualifier,Char
sendig,ar-1-0,FA,FALAT,Perm,20,Laterality,Variable Qualifier,Char
sendig,ar-1-0,FA,FABLFL,Perm,21,Baseline Flag,Record Qualifier,Char
sendig,ar-1-0,FA,FAEVAL,Perm,22,Evaluator,Record Qualifier,Char
sendig,ar-1-0,FA,FADTC,Exp,23,Date/Time of Collection,Timing,Char
sendig,ar-1-0,FA,FADY,Perm,24,Study Day of Collection,Timing,Num
sendig,ar-1-0,FA,FANOMDY,Exp,25,Nominal Study Day for Tabulations,Timing,Num
sendig,ar-1-0,FA,FANOMLBL,Perm,26,Label for Nominal Study Day,Timing,Char
sendig,ar-1-0,FA,FAXDY,Perm,27,Day of Obs Relative to Exposure,Timing,Num
sendig,ar-1-0,FA,FAXSTDY,Perm,28,Start Day of Obs Relative to Exposure,Timing,Num
sendig,ar-1-0,FA,FAXENDY,Perm,29,End Day of Obs Relative to Exposure,Timing,Num
sendig,ar-1-0,FA,FACHDY,Perm,30,Day of Obs Rel to Challenge Agent,Timing,Num
sendig,ar-1-0,FA,FACHSTDY,Perm,31,Start Day of Obs Rel to Challenge Agent,Timing,Num
sendig,ar-1-0,FA,FACHENDY,Perm,32,End Day of Obs Rel to Challenge Agent,Timing,Num
sendig,ar-1-0,AC,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,ar-1-0,AC,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,ar-1-0,AC,ACSEQ,Req,3,Sequence Number,Identifier,Num
sendig,ar-1-0,AC,ACGRPID,Perm,4,Group ID,Identifier,Char
sendig,ar-1-0,AC,ACPARMCD,Req,5,Challenge Agent Parameter Short Name,Topic,Char
sendig,ar-1-0,AC,ACPARM,Req,6,Challenge Agent Parameter,Synonym Qualifier,Char
sendig,ar-1-0,AC,ACVAL,Exp,7,Parameter Value,Result Qualifier,Char
sendig,ar-1-0,AC,ACVALU,Perm,8,Parameter Units,Variable Qualifier,Char
sendig,ar-1-0,AC,ACVALNF,Perm,9,Parameter Null Flavor,Result Qualifier,Char
sendig,ar-1-0,AC,ACVALCD,Perm,10,Parameter Value Code,Result Qualifier,Char
sendig,ar-1-0,AC,ACVCDREF,Perm,11,Name of the Reference Terminology,Result Qualifier,Char
sendig,ar-1-0,AC,ACVCDVER,Perm,12,Version of the Reference Terminology,Result Qualifier,Char
sendig,dart-1-1,SJ,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,SJ,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,SJ,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,SJ,SJSEQ,Req,4,Sequence Number,Identifier,Num
sendig,dart-1-1,SJ,RSTGCD,Req,5,Repro Stage Code,Topic,Char
sendig,dart-1-1,SJ,RSTAGE,Perm,6,Description of Repro Stage,Synonym Qualifier,Char
sendig,dart-1-1,SJ,SJSTDTC,Req,7,Start Date/Time of Repro Stage,Timing,Char
sendig,dart-1-1,SJ,SJENDTC,Exp,8,End Date/Time of Repro Stage,Timing,Char
sendig,dart-1-1,SJ,RPHASE,Req,9,Repro Phase,Timing,Char
sendig,dart-1-1,SJ,SJUPDES,Perm,10,Description of Unplanned Repro Stage,Synonym Qualifier,Char
sendig,dart-1-1,DM,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,DM,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,DM,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,DM,SUBJID,Req,4,Subject Identifier for the Study,Topic,Char
sendig,dart-1-1,DM,RFSTDTC,Req,5,Subject Reference Start Date/Time,Record Qualifier,Char
sendig,dart-1-1,DM,RFENDTC,Exp,6,Subject Reference End Date/Time,Record Qualifier,Char
sendig,dart-1-1,DM,RFXSTDTC,Exp,7,Date/Time of First Study Treatment,Record Qualifier,Char
sendig,dart-1-1,DM,RFXENDTC,Exp,8,Date/Time of Last Study Treatment,Record Qualifier,Char
sendig,dart-1-1,DM,SITEID,Perm,9,Study Site Identifier,Record Qualifier,Char
sendig,dart-1-1,DM,BRTHDTC,Perm,10,Date/Time of Birth,Record Qualifier,Char
sendig,dart-1-1,DM,AGE,Perm,11,Age,Record Qualifier,Num
sendig,dart-1-1,DM,AGETXT,Perm,12,Age Range,Record Qualifier,Char
sendig,dart-1-1,DM,AGEU,Exp,13,Age Unit,Variable Qualifier,Char
sendig,dart-1-1,DM,SEX,Req,14,Sex,Record Qualifier,Char
sendig,dart-1-1,DM,SPECIES,Perm,15,Species,Record Qualifier,Char
sendig,dart-1-1,DM,STRAIN,Perm,16,Strain/Substrain,Record Qualifier,Char
sendig,dart-1-1,DM,SBSTRAIN,Perm,17,Strain/Substrain Details,Record Qualifier,Char
sendig,dart-1-1,DM,ARMCD,Exp,18,Planned Arm Code,Record Qualifier,Char
sendig,dart-1-1,DM,ARM,Perm,19,Description of Planned Arm,Synonym Qualifier,Char
sendig,dart-1-1,DM,SETCD,Req,20,Set Code,Record Qualifier,Char
sendig,dart-1-1,DM,RPATHCD,Exp,21,Planned Repro Path Code,Record Qualifier,Char
sendig,dart-1-1,CO,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,CO,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,CO,RDOMAIN,Exp,3,Related Domain Abbreviation,Record Qualifier,Char
sendig,dart-1-1,CO,USUBJID,Exp,4,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,CO,POOLID,Perm,5,Pool Identifier,Identifier,Char
sendig,dart-1-1,CO,COSEQ,Req,6,Sequence Number,Identifier,Num
sendig,dart-1-1,CO,IDVAR,Exp,7,Identifying Variable,Record Qualifier,Char
sendig,dart-1-1,CO,IDVARVAL,Exp,8,Identifying Variable Value,Record Qualifier,Char
sendig,dart-1-1,CO,COREF,Perm,9,Comment Reference,Record Qualifier,Char
sendig,dart-1-1,CO,COVAL,Req,10,Comment,Topic,Char
sendig,dart-1-1,CO,COEVAL,Perm,11,Evaluator,Record Qualifier,Char
sendig,dart-1-1,CO,RPHASE,Perm,12,Reproductive Phase,Timing,Char
sendig,dart-1-1,CO,CODTC,Exp,13,Date/Time of Comment,Timing,Char
sendig,dart-1-1,CO,CODY,Perm,14,Study Day of Comment,Timing,Num
sendig,dart-1-1,CO,CORPDY,Perm,15,Actual Repro Phase Day of Observation,Timing,Num
sendig,dart-1-1,SE,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,SE,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,SE,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,SE,SESEQ,Req,4,Sequence Number,Identifier,Num
sendig,dart-1-1,SE,ETCD,Req,5,Element Code,Topic,Char
sendig,dart-1-1,SE,ELEMENT,Perm,6,Description of Element,Synonym Qualifier,Char
sendig,dart-1-1,SE,SESTDTC,Req,7,Start Date/Time of Element,Timing,Char
sendig,dart-1-1,SE,SEENDTC,Exp,8,End Date/Time of Element,Timing,Char
sendig,dart-1-1,SE,SEUPDES,Perm,9,Description of Unplanned Element,Synonym Qualifier,Char
sendig,dart-1-1,EX,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,EX,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,EX,USUBJID,Exp,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,EX,POOLID,Perm,4,Pool Identifier,Identifier,Char
sendig,dart-1-1,EX,FOCID,Perm,5,Focus of Study-Specific Interest,Identifier,Char
sendig,dart-1-1,EX,EXSEQ,Req,6,Sequence Number,Identifier,Num
sendig,dart-1-1,EX,EXTRT,Req,7,Name of Actual Treatment,Topic,Char
sendig,dart-1-1,EX,EXDOSE,Exp,8,Dose per Administration,Record Qualifier,Num
sendig,dart-1-1,EX,EXDOSTXT,Perm,9,Dose Description,Record Qualifier,Char
sendig,dart-1-1,EX,EXDOSU,Exp,10,Dose Units,Variable Qualifier,Char
sendig,dart-1-1,EX,EXDOSFRM,Exp,11,Dose Form,Variable Qualifier,Char
sendig,dart-1-1,EX,EXDOSFRQ,Req,12,Dosing Frequency Per Interval,Variable Qualifier,Char
sendig,dart-1-1,EX,EXROUTE,Req,13,Route of Administration,Variable Qualifier,Char
sendig,dart-1-1,EX,EXLOT,Exp,14,Lot Number,Record Qualifier,Char
sendig,dart-1-1,EX,EXLOC,Perm,15,Location of Dose Administration,Record Qualifier,Char
sendig,dart-1-1,EX,EXMETHOD,Perm,16,Method of Administration,Record Qualifier,Char
sendig,dart-1-1,EX,EXTRTV,Exp,17,Treatment Vehicle,Record Qualifier,Char
sendig,dart-1-1,EX,EXVAMT,Perm,18,Amount Administered,Record Qualifier,Num
sendig,dart-1-1,EX,EXVAMTU,Perm,19,Amount Administered Units,Variable Qualifier,Char
sendig,dart-1-1,EX,EXADJ,Perm,20,Reason for Dose Adjustment,Record Qualifier,Char
sendig,dart-1-1,EX,RPHASE,Exp,21,Reproductive Phase,Timing,Char
sendig,dart-1-1,EX,RPPLSTDY,Perm,22,Planned Repro Phase Day of Obs Start,Timing,Num
sendig,dart-1-1,EX,RPPLENDY,Perm,23,Planned Repro Phase Day of Obs End,Timing,Num
sendig,dart-1-1,EX,EXSTDTC,Exp,24,Start Date/Time of Treatment,Timing,Char
sendig,dart-1-1,EX,EXENDTC,Perm,25,End Date/Time of Treatment,Timing,Char
sendig,dart-1-1,EX,EXSTDY,Perm,26,Study Day of Start of Treatment,Timing,Num
sendig,dart-1-1,EX,EXENDY,Perm,27,Study Day of End of Treatment,Timing,Num
sendig,dart-1-1,EX,EXRPSTDY,Exp,28,Actual Repro Phase Day of Obs Start,Timing,Num
sendig,dart-1-1,EX,EXRPENDY,Perm,29,Actual Repro Phase Day of Obs End,Timing,Num
sendig,dart-1-1,EX,EXDUR,Perm,30,Duration of Treatment,Timing,Char
sendig,dart-1-1,EX,EXTPT,Perm,31,Planned Time Point Name,Timing,Char
sendig,dart-1-1,EX,EXTPTNUM,Perm,32,Planned Time Point Number,Timing,Num
sendig,dart-1-1,EX,EXELTM,Perm,33,Planned Elapsed Time from Time Point Ref,Timing,Char
sendig,dart-1-1,EX,EXTPTREF,Perm,34,Time Point Reference,Timing,Char
sendig,dart-1-1,EX,EXRFTDTC,Perm,35,Date/Time of Reference Time Point,Timing,Char
sendig,dart-1-1,DS,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,DS,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,DS,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,DS,DSSEQ,Req,4,Sequence Number,Identifier,Num
sendig,dart-1-1,DS,DSTERM,Req,5,Reported Term for the Disposition Event,Topic,Char
sendig,dart-1-1,DS,DSDECOD,Req,6,Standardized Disposition Term,Synonym Qualifier,Char
sendig,dart-1-1,DS,DSUSCHFL,Exp,7,Unscheduled Flag,Record Qualifier,Char
sendig,dart-1-1,DS,VISITDY,Perm,8,Planned Study Day of Disposition,Timing,Num
sendig,dart-1-1,DS,RPHASE,Exp,9,Reproductive Phase,Timing,Char
sendig,dart-1-1,DS,RPPLSTDY,Perm,10,Planned Repro Phase Day of Obs Start,Timing,Num
sendig,dart-1-1,DS,DSSTDTC,Req,11,Date/Time of Disposition,Timing,Char
sendig,dart-1-1,DS,DSSTDY,Perm,12,Study Day of Disposition,Timing,Num
sendig,dart-1-1,DS,DSNOMDY,Perm,13,Nominal Study Day for Tabulations,Timing,Num
sendig,dart-1-1,DS,DSNOMLBL,Perm,14,Label for Nominal Study Day,Timing,Char
sendig,dart-1-1,DS,DSRPSTDY,Exp,15,Actual Repro Phase Day of Obs Start,Timing,Num
sendig,dart-1-1,IC,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,IC,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,IC,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,IC,FETUSID,Exp,4,Unique Fetus Identifier,Identifier,Char
sendig,dart-1-1,IC,ICSEQ,Req,5,Sequence Number,Identifier,Num
sendig,dart-1-1,IC,ICTESTCD,Req,6,Test Short Name,Topic,Char
sendig,dart-1-1,IC,ICTEST,Req,7,Implantation Exam Name,Synonym Qualifier,Char
sendig,dart-1-1,IC,ICORRES,Exp,8,Result or Findings as Collected,Result Qualifier,Char
sendig,dart-1-1,IC,ICSTRESC,Exp,9,Standardized Results in Character Format,Result Qualifier,Char
sendig,dart-1-1,IC,ICIMPLBL,Req,10,Implantation Site Label,Record Qualifier,Char
sendig,dart-1-1,IC,ICRESCAT,Exp,11,Result Category,Variable Qualifier,Char
sendig,dart-1-1,IC,ICRESLOC,Exp,12,Result Location of Finding,Result Qualifier,Char
sendig,dart-1-1,IC,ICSTAT,Perm,13,Completion Status,Record Qualifier,Char
sendig,dart-1-1,IC,ICREASND,Perm,14,Reason Not Done,Record Qualifier,Char
sendig,dart-1-1,IC,ICSPEC,Perm,15,Specimen Material Type,Record Qualifier,Char
sendig,dart-1-1,IC,RPHASE,Exp,16,Repro Phase,Timing,Char
sendig,dart-1-1,IC,RPPLDY,Exp,17,Planned Repro Phase Day of Observation,Timing,Num
sendig,dart-1-1,IC,ICDTC,Exp,18,Date/Time,Timing,Char
sendig,dart-1-1,IC,ICDY,Perm,19,Study Day,Timing,Num
sendig,dart-1-1,IC,ICRPDY,Exp,20,Actual Repro Phase Day of Observation,Timing,Num
sendig,dart-1-1,PY,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,PY,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,PY,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,PY,PYSEQ,Req,4,Sequence Number,Identifier,Num
sendig,dart-1-1,PY,PYTESTCD,Req,5,Test Short Name,Topic,Char
sendig,dart-1-1,PY,PYTEST,Req,6,Pregnancy Result Test Name,Synonym Qualifier,Char
sendig,dart-1-1,PY,PYORRES,Exp,7,Result or Findings as Collected,Result Qualifier,Char
sendig,dart-1-1,PY,PYORRESU,Exp,8,Unit of the Original Result,Variable Qualifier,Char
sendig,dart-1-1,PY,PYSTRESC,Exp,9,Standardized Results in Character Format,Result Qualifier,Char
sendig,dart-1-1,PY,PYSTRESN,Exp,10,Standardized Results in Numeric Format,Result Qualifier,Num
sendig,dart-1-1,PY,PYSTRESU,Exp,11,Unit of the Standardized Result,Variable Qualifier,Char
sendig,dart-1-1,PY,PYRESCAT,Exp,12,Result Category,Variable Qualifier,Char
sendig,dart-1-1,PY,PYRESLOC,Perm,13,Result Location of Finding,Result Qualifier,Char
sendig,dart-1-1,PY,PYSTAT,Perm,14,Completion Status,Record Qualifier,Char
sendig,dart-1-1,PY,PYREASND,Perm,15,Reason Not Done,Record Qualifier,Char
sendig,dart-1-1,PY,PYMETHOD,Perm,16,Method of Test or Examination,Record Qualifier,Char
sendig,dart-1-1,PY,PYEXCLFL,Perm,17,Exclusion Flag,Record Qualifier,Char
sendig,dart-1-1,PY,PYREASEX,Perm,18,Reason for Exclusion,Record Qualifier,Char
sendig,dart-1-1,PY,RPHASE,Exp,19,Repro Phase,Timing,Char
sendig,dart-1-1,PY,RPPLDY,Exp,20,Planned Repro Phase Day,Timing,Num
sendig,dart-1-1,PY,PYDTC,Exp,21,Date/Time,Timing,Char
sendig,dart-1-1,PY,PYDY,Perm,22,Study Day,Timing,Num
sendig,dart-1-1,PY,PYRPDY,Exp,23,Actual Repro Phase Day,Timing,Num
sendig,dart-1-1,FM,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,FM,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,FM,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,FM,FETUSID,Exp,4,Unique Fetus Identifier,Identifier,Char
sendig,dart-1-1,FM,FMSEQ,Req,5,Sequence Number,Identifier,Num
sendig,dart-1-1,FM,FMGRPID,Perm,6,Group Identifier,Identifier,Char
sendig,dart-1-1,FM,FMTESTCD,Req,7,Test Short Name,Topic,Char
sendig,dart-1-1,FM,FMTEST,Req,8,Fetal Measurement Name,Synonym Qualifier,Char
sendig,dart-1-1,FM,FMORRES,Exp,9,Result or Findings as Collected,Result Qualifier,Char
sendig,dart-1-1,FM,FMORRESU,Exp,10,Unit of the Original Result,Variable Qualifier,Char
sendig,dart-1-1,FM,FMSTRESC,Exp,11,Standardized Results in Character Format,Result Qualifier,Char
sendig,dart-1-1,FM,FMSTRESN,Exp,12,Standardized Results in Numeric Format,Result Qualifier,Num
sendig,dart-1-1,FM,FMSTRESU,Exp,13,Unit of the Standardized Result,Variable Qualifier,Char
sendig,dart-1-1,FM,FMSTAT,Perm,14,Completion Status,Record Qualifier,Char
sendig,dart-1-1,FM,FMREASND,Perm,15,Reason Not Done,Record Qualifier,Char
sendig,dart-1-1,FM,FMANTREG,Perm,16,Anatomical Region,Variable Qualifier,Char
sendig,dart-1-1,FM,FMLOC,Exp,17,Location Used for the Measurement,Record Qualifier,Char
sendig,dart-1-1,FM,FMLAT,Perm,18,Laterality,Record Qualifier,Char
sendig,dart-1-1,FM,FMEXCLFL,Perm,19,Exclusion Flag,Record Qualifier,Char
sendig,dart-1-1,FM,FMREASEX,Perm,20,Reason for Exclusion,Record Qualifier,Char
sendig,dart-1-1,FM,RPHASE,Perm,21,Repro Phase,Timing,Char
sendig,dart-1-1,FM,RPPLDY,Perm,22,Planned Repro Phase Day,Timing,Num
sendig,dart-1-1,FM,FMDTC,Perm,23,Date/Time,Timing,Char
sendig,dart-1-1,FM,FMDY,Perm,24,Study Day,Timing,Num
sendig,dart-1-1,FM,FMRPDY,Perm,25,Actual Repro Phase Day,Timing,Num
sendig,dart-1-1,FX,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,FX,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,FX,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,FX,FETUSID,Req,4,Unique Fetus Identifier,Identifier,Char
sendig,dart-1-1,FX,FXSEQ,Req,5,Sequence Number,Identifier,Num
sendig,dart-1-1,FX,FXGRPID,Perm,6,Group Identifier,Identifier,Char
sendig,dart-1-1,FX,FXREFID,Perm,7,Reference ID,Identifier,Char
sendig,dart-1-1,FX,FXTESTCD,Req,8,Test Short Name,Topic,Char
sendig,dart-1-1,FX,FXTEST,Req,9,Fetal Exam Name,Synonym Qualifier,Char
sendig,dart-1-1,FX,FXORRES,Exp,10,Result or Findings as Collected,Result Qualifier,Char
sendig,dart-1-1,FX,FXSTRESC,Exp,11,Standardized Results in Character Format,Result Qualifier,Char
sendig,dart-1-1,FX,FXRESCAT,Exp,12,Result Category,Variable Qualifier,Char
sendig,dart-1-1,FX,FXDISTR,Perm,13,Distribution Pattern of Finding,Variable Qualifier,Char
sendig,dart-1-1,FX,FXRESLOC,Exp,14,Result Location of Finding,Result Qualifier,Char
sendig,dart-1-1,FX,FXSTAT,Perm,15,Completion Status,Record Qualifier,Char
sendig,dart-1-1,FX,FXREASND,Perm,16,Reason Not Done,Record Qualifier,Char
sendig,dart-1-1,FX,FXANTREG,Perm,17,Anatomical Region,Variable Qualifier,Char
sendig,dart-1-1,FX,FXLOC,Exp,18,Location Used for the Measurement,Record Qualifier,Char
sendig,dart-1-1,FX,FXLAT,Perm,19,Laterality,Variable Qualifier,Char
sendig,dart-1-1,FX,FXMETHOD,Perm,20,Method of Test or Examination,Record Qualifier,Char
sendig,dart-1-1,FX,FXSEV,Perm,21,Severity,Record Qualifier,Char
sendig,dart-1-1,FX,RPHASE,Perm,22,Reproductive Phase,Timing,Char
sendig,dart-1-1,FX,RPPLDY,Perm,23,Planned Phase Day,Timing,Num
sendig,dart-1-1,FX,FXDTC,Perm,24,Date/Time,Timing,Char
sendig,dart-1-1,FX,FXDY,Perm,25,Study Day,Timing,Num
sendig,dart-1-1,FX,FXRPDY,Perm,26,Actual Phase Day,Timing,Num
sendig,dart-1-1,BW,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,BW,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,BW,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,BW,BWSEQ,Req,4,Sequence Number,Identifier,Num
sendig,dart-1-1,BW,BWTESTCD,Req,5,Test Short Name,Topic,Char
sendig,dart-1-1,BW,BWTEST,Req,6,Test Name,Synonym Qualifier,Char
sendig,dart-1-1,BW,BWORRES,Exp,7,Result or Findings as Collected,Result Qualifier,Char
sendig,dart-1-1,BW,BWORRESU,Exp,8,Unit of the Original Result,Variable Qualifier,Char
sendig,dart-1-1,BW,BWSTRESC,Exp,9,Standardized Result in Character Format,Result Qualifier,Char
sendig,dart-1-1,BW,BWSTRESN,Exp,10,Standardized Result in Numeric Format,Result Qualifier,Num
sendig,dart-1-1,BW,BWSTRESU,Exp,11,Unit of the Standardized Result,Variable Qualifier,Char
sendig,dart-1-1,BW,BWSTAT,Perm,12,Completion Status,Record Qualifier,Char
sendig,dart-1-1,BW,BWREASND,Perm,13,Reason Not Done,Record Qualifier,Char
sendig,dart-1-1,BW,BWBLFL,Perm,14,Baseline Flag,Record Qualifier,Char
sendig,dart-1-1,BW,BWFAST,Perm,15,Fasting Status,Record Qualifier,Char
sendig,dart-1-1,BW,BWEXCLFL,Perm,16,Exclusion Flag,Record Qualifier,Char
sendig,dart-1-1,BW,BWREASEX,Perm,17,Reason for Exclusion,Record Qualifier,Char
sendig,dart-1-1,BW,BWUSCHFL,Perm,18,Unscheduled Flag,Record Qualifier,Char
sendig,dart-1-1,BW,VISITDY,Perm,19,Planned Study Day of Collection,Timing,Num
sendig,dart-1-1,BW,RPHASE,Exp,20,Reproductive Phase,Timing,Char
sendig,dart-1-1,BW,RPPLDY,Exp,21,Planned Repro Phase Day of Observation,Timing,Num
sendig,dart-1-1,BW,BWDTC,Exp,22,Date/Time Animal Weighed,Timing,Char
sendig,dart-1-1,BW,BWDY,Perm,23,Study Day Animal Weighed,Timing,Num
sendig,dart-1-1,BW,BWNOMDY,Perm,24,Nominal Study Day for Tabulations,Timing,Num
sendig,dart-1-1,BW,BWNOMLBL,Perm,25,Label for Nominal Study Day,Timing,Char
sendig,dart-1-1,BW,BWRPDY,Exp,26,Actual Repro Phase Day of Observation,Timing,Num
sendig,dart-1-1,BG,STUDYID,Req,1,Study Identifier,Identifier,Char
sendig,dart-1-1,BG,DOMAIN,Req,2,Domain Abbreviation,Identifier,Char
sendig,dart-1-1,BG,USUBJID,Req,3,Unique Subject Identifier,Identifier,Char
sendig,dart-1-1,BG,BGSEQ,Req,4,Sequence Number,Identifier,Num
