standard,version,domain,variable,core,ordinal,label,role,type
adam,adam-adae-1-0,Identifier Variables,STUDYID,Req,1,Study Identifier,,Char
adam,adam-adae-1-0,Identifier Variables,USUBJID,Req,2,Unique Subject Identifier,,Char
adam,adam-adae-1-0,Identifier Variables,SUBJID,Perm,3,Subject Identifier for the Study,,Char
adam,adam-adae-1-0,Identifier Variables,SITEID,Perm,4,Study Site Identifier,,Char
adam,adam-adae-1-0,Identifier Variables,AESEQ,Req,5,Sequence Number,,Num
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AETERM,Req,6,Reported Term for the Adverse Event,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEDECOD,Req,7,Dictionary-Derived Term,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEBODSYS,Req,8,Body System or Organ Class,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEBDSYCD,Perm,9,Body System or Organ Class Code,,Num
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AELLT,Cond,10,Lowest Level Term,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AELLTCD,Perm,11,Lowest Level Term Code,,Num
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEPTCD,Perm,12,Preferred Term Code,,Num
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEHLT,Cond,13,High Level Term,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEHLTCD,Perm,14,High Level Term Code,,Num
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEHLGT,Cond,15,High Level Group Term,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AEHLTGCD,Perm,16,High Level Group Term Code,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AESOC,Cond,17,Primary System Organ Class,,Char
adam,adam-adae-1-0,Dictionary Coding Variables for MedDRA,AESOCCD,Perm,18,Primary System Organ Class Code,,Num
adam,adam-adae-1-0,Timing Variables,AESTDTC,Perm,19,Start Date/Time of Adverse Event,,Char
adam,adam-adae-1-0,Timing Variables,ASTDT,Cond,20,Analysis Start Date,,Num
adam,adam-adae-1-0,Timing Variables,ASTDTM,Cond,21,Analysis Start Date/Time,,Num
adam,adam-adae-1-0,Timing Variables,ASTDTF,Cond,22,Analysis Start Date Imputation Flag,,Char
adam,adam-adae-1-0,Timing Variables,ASTTMF,Cond,23,Analysis Start Time Imputation Flag,,Char
adam,adam-adae-1-0,Timing Variables,AEENDTC,Perm,24,End Date/Time of Adverse Event,,Char
adam,adam-adae-1-0,Timing Variables,AENDT,Cond,25,Analysis End Date,,Num
adam,adam-adae-1-0,Timing Variables,AENDTM,Cond,26,Analysis End Date/Time,,Num
adam,adam-adae-1-0,Timing Variables,AENDTF,Cond,27,Analysis End Date Imputation Flag,,Char
adam,adam-adae-1-0,Timing Variables,AENTMF,Cond,28,Analysis End Time Imputation Flag,,Char
adam,adam-adae-1-0,Timing Variables,ASTDY,Cond,29,Analysis Start Relative Day,,Num
adam,adam-adae-1-0,Timing Variables,AESTDY,Perm,30,Study Day of Start of Adverse Event,,Num
adam,adam-adae-1-0,Timing Variables,AENDY,Perm,31,Analysis End Relative Day,,Num
adam,adam-adae-1-0,Timing Variables,AEENDY,Perm,32,Study Day of End of Adverse Event,,Num
adam,adam-adae-1-0,Timing Variables,ADURN,Perm,33,AE Duration (N),,Num
adam,adam-adae-1-0,Timing Variables,ADURU,Cond,34,AE Duration Units,,Char
adam,adam-adae-1-0,Timing Variables,AEDUR,Perm,35,Duration of Adverse Event,,Char
adam,adam-adae-1-0,Timing Variables,APERIOD,Perm,36,Period,,Num
adam,adam-adae-1-0,Timing Variables,APERIODC,Perm,37,Period (C),,Char
adam,adam-adae-1-0,Timing Variables,APHASE,Perm,38,Phase,,Char
adam,adam-adae-1-0,Indicator Variables,TRTEMFL,Cond,39,Treatment Emergent Analysis Flag,,Char
adam,adam-adae-1-0,Indicator Variables,AETRTEM,Perm,40,Treatment Emergent Flag,,Char
adam,adam-adae-1-0,Indicator Variables,ANLzzFL,Cond,41,Analysis Record Flag zz,,Char
adam,adam-adae-1-0,Indicator Variables,PREFL,Cond,42,Pre-treatment Flag,,Char
adam,adam-adae-1-0,Indicator Variables,FUPFL,Cond,43,Follow-up Flag,,Char
adam,adam-adae-1-0,Occurrence Flag Variables,AOCCFL,Perm,44,1st Occurrence of Any AE Flag,,Char
adam,adam-adae-1-0,Occurrence Flag Variables,AOCCSFL,Perm,45,1st Occurrence of SOC Flag,,Char
adam,adam-adae-1-0,Occurrence Flag Variables,AOCCPFL,Perm,46,1st Occurrence of Preferred Term Flag,,Char
adam,adam-adae-1-0,Occurrence Flag Variables,AOCCIFL,Perm,47,1st Max Sev./Int. Occurrence Flag,,Char
adam,adam-adae-1-0,Occurrence Flag Variables,AOCCSIFL,Perm,48,1st Max Sev./Int. Occur Within SOC Flag,,Char
adam,adam-adae-1-0,Occurrence Flag Variables,AOCCPIFL,Perm,49,1st Max Sev./Int. Occur Within PT Flag,,Char
adam,adam-adae-1-0,Occurrence Flag Variables,AOCCzzFL,Perm,50,1st Occurrence of ....,,Char
adam,adam-adae-1-0,Treatment Variables,DOSEAEON,Perm,51,Study Drug Dose at AE Onset,,Num
adam,adam-adae-1-0,Treatment Variables,DOSAEONU,Cond,52,Study Drug Dose at AE Onset Units,,Char
adam,adam-adae-1-0,Treatment Variables,DOSECUM,Perm,53,Cumulative Study Drug Dose,,Num
adam,adam-adae-1-0,Treatment Variables,DOSECUMU,Cond,54,Cumulative Study Drug Dose Units,,Char
adam,adam-adae-1-0,Descriptive Variables,AESER,Req,55,Serious Event,,Char
adam,adam-adae-1-0,Descriptive Variables,AESEV,Perm,56,Severity/Intensity,,Char
adam,adam-adae-1-0,Descriptive Variables,AESEVN,Perm,57,Severity/Intensity (N),,Num
adam,adam-adae-1-0,Descriptive Variables,ASEV,Perm,58,Analysis Severity/Intensity,,Char
adam,adam-adae-1-0,Descriptive Variables,ASEVN,Perm,59,Analysis Severity/Intensity (N),,Num
adam,adam-adae-1-0,Descriptive Variables,SEVGRy,Perm,60,Pooled Severity Group y,,Char
adam,adam-adae-1-0,Descriptive Variables,SEVGRyN,Perm,61,Pooled Severity Group y (N),,Num
adam,adam-adae-1-0,Descriptive Variables,AEREL,Perm,62,Causality,,Char
adam,adam-adae-1-0,Descriptive Variables,AERELN,Perm,63,Causality (N),,Num
adam,adam-adae-1-0,Descriptive Variables,AREL,Perm,64,Analysis Causality,,Char
adam,adam-adae-1-0,Descriptive Variables,ARELN,Perm,65,Analysis Causality (N),,Num
adam,adam-adae-1-0,Descriptive Variables,RELGRy,Perm,66,Pooled Causality Group y,,Char
adam,adam-adae-1-0,Descriptive Variables,RELGRyN,Perm,67,Pooled Causality Group y (N),,Num
adam,adam-adae-1-0,Descriptive Variables,AETOXGR,Perm,68,Standard Toxicity Grade,,Char
adam,adam-adae-1-0,Descriptive Variables,AETOXGRN,Perm,69,Standard Toxicity Grade (N),,Num
adam,adam-adae-1-0,Descriptive Variables,ATOXGR,Perm,70,Analysis Toxicity Grade,,Char
adam,adam-adae-1-0,Descriptive Variables,ATOXGRN,Perm,71,Analysis Toxicity Grade (N),,Num
adam,adam-adae-1-0,Descriptive Variables,TOXGGRy,Perm,72,Pooled Toxicity Grade Group y,,Char
adam,adam-adae-1-0,Descriptive Variables,TOXGGRyN,Perm,73,Pooled Toxicity Grade y (N),,Num
adam,adam-adae-1-0,Descriptive Variables,AEACN,Perm,74,Action Taken with Study Treatment,,Char
adam,adam-adae-1-0,Standardized MedDRA Query Variables,SMQzzNAM,Cond,75,SMQ zz Name,,Char
adam,adam-adae-1-0,Standardized MedDRA Query Variables,SMQzzCD,Perm,76,SMQ zz Code,,Num
adam,adam-adae-1-0,Standardized MedDRA Query Variables,SMQzzSC,Cond,77,SMQ zz Scope,,Char
adam,adam-adae-1-0,Standardized MedDRA Query Variables,SMQzzSCN,Perm,78,SMQ zz Scope (N),,Num
adam,adam-adae-1-0,Standardized MedDRA Query Variables,CQzzNAM,Cond,79,Customized Query zz Name,,Char
adam,adam-adae-1-0,Original or Prior MedDRA Coding Variables,DECDORGy,Perm,80,PT in Original Dictionary y,,Char
adam,adam-adae-1-0,Original or Prior MedDRA Coding Variables,BDSYORGy,Perm,81,SOC in Original Dictionary y,,Char
adam,adam-adae-1-0,Original or Prior MedDRA Coding Variables,HLGTORGy,Perm,82,HLGT in Original Dictionary y,,Char
adam,adam-adae-1-0,Original or Prior MedDRA Coding Variables,HLTORGy,Perm,83,HLT in Original Dictionary y,,Char
adam,adam-adae-1-0,Original or Prior MedDRA Coding Variables,LLTORGy,Perm,84,LLT in Original Dictionary y,,Char
adam,adam-adae-1-0,Original or Prior MedDRA Coding Variables,LLTNORGy,Perm,85,LLT Code in Original Dictionary y,,Char
adam,adam-md-1-0,Study Identifier,STUDYID,Req,1,Study Identifier,,Char
adam,adam-md-1-0,Study Identifier,SPDEVID,Req,2,Sponsor Device Identifier,,Char
adam,adam-md-1-0,Study Identifier,USUBJID,Cond,3,Unique Subject Identifier,,Char
adam,adam-md-1-0,Device Grouping,DEVGRy,Perm,1,Pooled Device Group y,,Char
adam,adam-md-1-0,Device Grouping,DEVGRyN,Perm,2,Pooled Device Group y (N),,Num
adam,adam-md-1-0,Device Grouping,DEVTYGy,Perm,3,Pooled Device Type Group y,,Char
adam,adam-md-1-0,Device Grouping,DEVTYGyN,Perm,4,Pooled Device Type Group y (N),,Num
adam,adam-md-1-0,Device Grouping,MODELGy,Perm,5,Pooled Device Model Group y,,Char
adam,adam-md-1-0,Device Grouping,MODELGyN,Perm,6,Pooled Device Model Group y (N),,Num
adam,adam-md-1-0,Overall Device Dates and Flag,DEVSDT,Req,1,Date of First Exposure to Device,,Num
adam,adam-md-1-0,Overall Device Dates and Flag,DEVEDT,Req,2,Date of Last Exposure to Device,,Num
adam,adam-md-1-0,Overall Device Dates and Flag,DEVAFL,Perm,3,Device Active Flag,,Char
adam,adam-md-1-0,Device Implant and Explant Dates,DEVIPDT,Cond,1,Date Device Implanted,,Num
adam,adam-md-1-0,Device Implant and Explant Dates,DEVXPDT,Cond,2,Date Device Explanted,,Num
adam,adam-md-1-0,Device Turned On and Turned Off Dates,DEVONDT,Cond,1,Date Device Turned On,,Num
adam,adam-md-1-0,Device Turned On and Turned Off Dates,DEVOFDT,Cond,2,Date Device Turned Off,,Num
adam,adam-md-1-0,Device Repositioning and Modification Dates,DEVRPDT,Cond,1,Date Device Repositioned,,Num
adam,adam-md-1-0,Device Repositioning and Modification Dates,DEVMDDT,Cond,2,Date Device Modified,,Num
adam,adam-md-1-0,Device Demographics,AGEDST,Perm,1,Subject Age at First Exposure to Device,,Num
adam,adam-md-1-0,Device Demographics,AGEDSTU,Cond,2,Age at First Exposure to Device Unit,,Char
adam,adam-md-1-0,Identifier,SPDEVID,Req,1,Sponsor Device Identifier,,Char
adam,adam-md-1-0,Identifier,USUBJID,Cond,2,Unique Subject Identifier,,Char
adam,adam-md-1-0,Identifier,ASEQ,Perm,3,Analysis Sequence Number,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NCAXFL,Perm,1,PK NCA Exclusion Flag,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NCAXFN,Perm,2,PK NCA Exclusion Flag (N),,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NCAwXRS,Perm,3,Reason w for PK NCA Exclusion,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NCAwXRSN,Perm,4,Reason for PK NCA Exclusion of w (N),,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PKSUMXF,Perm,5,PK Summary Exclusion Flag,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PKSUMXFN,Perm,6,PK Summary Exclusion Flag (N),,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,METABFL,Cond,7,Metabolite Flag,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,COHORT,Perm,8,Subject Cohort,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,COHORTN,Perm,9,Subject Cohort (N),,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,ROUTE,Perm,10,Route,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,TRTRINT,Perm,11,Planned Treatment Interval,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,TRTRINTU,Perm,12,Planned Treatment Interval Units,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,DOSPCTDF,Cond,13,Percent Diff. Nominal vs. Actual Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,DOSEFRQ,Cond,14,Dose Frequency,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,ACYCLE,Perm,15,Analysis Cycle,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,ACYCLEC,Perm,16,Analysis Cycle (C),,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,FANLDT,Perm,17,First Date of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,FANLTM,Perm,18,First Time of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,FANLDTM,Perm,19,First Datetime of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,FANLEDT,Perm,20,First End Date of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,FANLETM,Perm,21,First End Time of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,FANLEDTM,Perm,22,First End Datetime of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCRFTDT,Req,23,Reference Date of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCRFTTM,Req,24,Reference Time of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCRFTDTM,Req,25,Reference Datetime of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCRFEDT,Cond,26,Reference End Date of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCRFETM,Cond,27,Reference End Time of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCRFEDTM,Cond,28,Ref. End Datetime of Dose for Analyte,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NFRLT,Perm,29,Nom. Rel. Time from Analyte First Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,AFRLT,Perm,30,Act. Rel. Time from Analyte First Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NEFRLT,Perm,31,Nom. Rel. End Time from First Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,AEFRLT,Perm,32,Act. Rel. End Time from First Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,FRLTU,Perm,33,Rel. Time from First Dose Unit,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NRRLT,Req,34,Nominal Rel. Time from Ref. Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,ARRLT,Req,35,Actual Rel. Time from Ref. Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,MRRLT,Perm,36,Modified Rel. Time from Ref. Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NERRLT,Perm,37,Nominal Rel. End Time from Ref. Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,AERRLT,Perm,38,Actual Rel. End Time from Ref. Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,MERRLT,Perm,39,Modified Rel. End Time from Ref. Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,RRLTU,Req,40,Rel. Time from Ref. Dose Unit,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,TMPCTDF,Perm,41,Percent Diff. Nominal vs. Actual Time,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,ADOSEDUR,Cond,42,Actual Duration of Treatment Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,NDOSEDUR,Cond,43,Nominal duration of Treatment Dose,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,DOSEDURU,Perm,44,Duration of Treatment Dose Units,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,AVALU,Req,45,Analysis Value Unit,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCSPEC,Perm,46,Specimen Material Type,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCSTRESC,Cond,47,Character Result/Finding in Std Format,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCSTRESU,Cond,48,Standard Units,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,ALLOQ,Cond,49,Analysis Lower Limit of Quantitation,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCLLOQ,Cond,50,Lower Limit of Quantitation,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,VOLUME,Cond,51,Volume Value,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,VOLUMEU,Cond,52,Volume Value Unit,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,SPWEIGHT,Cond,53,Specimen Weight Value,,Num
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,SPWEIGHU,Cond,54,Specimen Weight Value Unit,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCGRPID,Perm,55,Group ID,,Char
adam,adam-nca-1-0,New Standard Non-Compartmental Analysis,PCSEQ,Cond,56,Sequence Number,,Num
adam,adam-nca-1-0,Standard   with Stronger Core for Non-Compartmental Analysis,DOSEA,Req,1,Actual Treatment Dose,,Num
adam,adam-nca-1-0,Standard   with Stronger Core for Non-Compartmental Analysis,DOSEU,Req,2,Treatment Dose Units,,Char
adam,adam-nca-1-0,Standard   with Stronger Core for Non-Compartmental Analysis,AVISIT,Req,3,Analysis Visit,,Char
adam,adam-occds-1-0,OCCDS Identifier Variables,STUDYID,Req,1,Study Identifier,,Char
adam,adam-occds-1-0,OCCDS Identifier Variables,USUBJID,Req,2,Unique Subject Identifier,,Char
adam,adam-occds-1-0,OCCDS Identifier Variables,SUBJID,Perm,3,Subject Identifier for the Study,,Char
adam,adam-occds-1-0,OCCDS Identifier Variables,SITEID,Perm,4,Study Site Identifier,,Char
adam,adam-occds-1-0,OCCDS Identifier Variables,--SEQ,Req,5,Sequence Number,,Num
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--TERM,Req,6,Reported Term,,Char
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--DECOD,Cond,7,Dictionary-Derived Term,,Char
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--BODSYS,Cond,8,Body System or Organ Class,,Char
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--BDSYCD,Perm,9,Body System or Organ Class Code,,Num
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--LLT,Cond,10,Lowest Level Term,,Char
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--LLTCD,Perm,11,Lowest Level Term Code,,Num
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--PTCD,Perm,12,Preferred Term Code,,Num
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--HLT,Cond,13,High Level Term,,Char
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--HLTCD,Perm,14,High Level Term Code,,Num
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--HLGT,Cond,15,High Level Group Term,,Char
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--HLGTCD,Perm,16,High Level Group Term Code,,Num
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--SOC,Cond,17,Primary System Organ Class,,Char
adam,adam-occds-1-0,MedDRA Dictionary Coding Variables,--SOCCD,Perm,18,Primary System Organ Class Code,,Num
adam,adam-occds-1-0,WHO Drug Dictionary Coding Variables,CMTRT,Req,19,"Reported Name of Drug, Med, or Therapy ",,Char
adam,adam-occds-1-0,WHO Drug Dictionary Coding Variables,CMDECOD,Cond,20,Standardized Medication Name,,Char
adam,adam-occds-1-0,WHO Drug Dictionary Coding Variables,CMCLAS,Perm,21,Medication Class,,Char
adam,adam-occds-1-0,WHO Drug Dictionary Coding Variables,CMCLASCD,Perm,22,Medication Class Code,,Char
adam,adam-occds-1-0,WHO Drug Dictionary Coding Variables,ATCy,Cond,23,ATC Level y Text,,Char
adam,adam-occds-1-0,WHO Drug Dictionary Coding Variables,ATCyCD,Cond,24,ATC Level y Code,,Char
adam,adam-occds-1-0,Other Categorization Variables,--CAT,Perm,25,Category,,Char
adam,adam-occds-1-0,Other Categorization Variables,--SCAT,Perm,26,Subcategory,,Char
adam,adam-occds-1-0,Other Categorization Variables,ACATy,Perm,27,Analysis Category y,,Char
adam,adam-occds-1-0,Timing Variables,--STDTC,Perm,28,Start Date/Time of Observation,,Char
adam,adam-occds-1-0,Timing Variables,ASTDT,Cond,29,Analysis Start Date,,Num
adam,adam-occds-1-0,Timing Variables,ASTTM,Cond,30,Analysis Start Time,,Num
adam,adam-occds-1-0,Timing Variables,ASTDTM,Cond,31,Analysis Start Date/Time,,Num
adam,adam-occds-1-0,Timing Variables,ASTDTF,Cond,32,Analysis Start Date Imputation Flag,,Char
adam,adam-occds-1-0,Timing Variables,ASTTMF,Cond,33,Analysis Start Time Imputation Flag,,Char
adam,adam-occds-1-0,Timing Variables,--ENDTC,Cond,34,End Date/Time of Observation,,Char
adam,adam-occds-1-0,Timing Variables,AENDT,Cond,35,Analysis End Date,,Num
adam,adam-occds-1-0,Timing Variables,AENTM,Cond,36,Analysis End Time,,Num
adam,adam-occds-1-0,Timing Variables,AENDTM,Cond,37,Analysis End Date/Time,,Num
adam,adam-occds-1-0,Timing Variables,AENDTF,Cond,38,Analysis End Date Imputation Flag,,Char
adam,adam-occds-1-0,Timing Variables,AENTMF,Cond,39,Analysis End Time Imputation Flag,,Char
adam,adam-occds-1-0,Timing Variables,ASTDY,Cond,40,Analysis Start Relative Day,,Num
adam,adam-occds-1-0,Timing Variables,--STDY,Perm,41,Study Day of Start of Observation,,Num
adam,adam-occds-1-0,Timing Variables,AENDY,Perm,42,Analysis End Relative Day,,Num
adam,adam-occds-1-0,Timing Variables,--ENDY,Perm,43,Study Day of End of Observation,,Num
adam,adam-occds-1-0,Timing Variables,ADURN,Perm,44,Analysis Duration (N),,Num
adam,adam-occds-1-0,Timing Variables,ADURU,Cond,45,Analysis Duration Units,,Char
adam,adam-occds-1-0,Timing Variables,--DUR,Perm,46,Duration of XX,,Char
adam,adam-occds-1-0,Timing Variables,APERIOD,Perm,47,Period,,Num
adam,adam-occds-1-0,Timing Variables,APERIODC,Perm,48,Period (C),,Char
adam,adam-occds-1-0,Timing Variables,APHASE,Perm,49,Phase,,Char
adam,adam-occds-1-0,SDTM Indicator Variables,--OCCUR,Cond,50,XX Occurrence,,Char
adam,adam-occds-1-0,SDTM Indicator Variables,--PRESP,Cond,51,XX Pre-Specified,,Char
adam,adam-occds-1-0,OCCDS Indicator Variables,ANLzzFL,Cond,52,Analysis Flag zz,,Char
adam,adam-occds-1-0,Adverse Events Indicator Variables ,TRTEMFL,Cond,53,Treatment Emergent Analysis Flag,,Char
adam,adam-occds-1-0,Adverse Events Indicator Variables ,AETRTEM,Perm,54,Treatment Emergent Flag,,Char
adam,adam-occds-1-0,Concomitant Medications Indicator Variables,ONTRTFL,Cond,55,"On Treatment
Record Flag",,Char
adam,adam-occds-1-0,Adverse Events and Concomitant Medications Indicator Variables,PREFL,Cond,56,Pre-treatment Flag,,Char
adam,adam-occds-1-0,Adverse Events and Concomitant Medications Indicator Variables,FUPFL,Cond,57,Follow-up Flag,,Char
adam,adam-occds-1-0,OCCDS Occurrence Flag Variables,AOCCFL,Perm,58,1st Occurrence within Subject Flag,,Char
adam,adam-occds-1-0,OCCDS Occurrence Flag Variables,AOCCPFL,Perm,59,1st Occurrence of Preferred Term Flag,,Char
adam,adam-occds-1-0,OCCDS Occurrence Flag Variables,AOCCIFL,Perm,60,1st Max Sev./Int. Occurrence Flag,,Char
adam,adam-occds-1-0,OCCDS Occurrence Flag Variables,AOCCPIFL,Perm,61,1st Max Sev./Int. Occur Within PT Flag,,Char
adam,adam-occds-1-0,OCCDS Occurrence Flag Variables,AOCCzzFL,Perm,62,1st Occurrence of ...,,Char
adam,adam-occds-1-0,MedDRA Occurrence Flag Variables,AOCCSFL,Perm,63,1st Occurrence of SOC Flag,,Char
adam,adam-occds-1-0,MedDRA Occurrence Flag Variables,AOCCSIFL,Perm,64,1st Max Sev./Int. Occur Within SOC Flag,,Char
adam,adam-occds-1-0,Treatment/Dose Variables,DOSEON,Perm,65,"Treatment Dose at
Record Start",,Num
adam,adam-occds-1-0,Treatment/Dose Variables,DOSCUMA,Perm,66,"Cumulative Actual
Treatment Dose",,Num
adam,adam-occds-1-0,Treatment/Dose Variables,DOSEU,Cond,67,Treatment Dose Units,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AESER,Req,68,Serious Event,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AESEV,Perm,69,Severity/Intensity,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AESEVN,Perm,70,Severity/Intensity (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,ASEV,Perm,71,Analysis Severity/Intensity,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,ASEVN,Perm,72,Analysis Severity/Intensity (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,SEVGRy,Perm,73,Pooled Severity Group y,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,SEVGRyN,Perm,74,Pooled Severity Group y (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AEREL,Perm,75,Causality,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AERELN,Perm,76,Causality (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AREL,Perm,77,Analysis Causality,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,ARELN,Perm,78,Analysis Causality (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,RELGRy,Perm,79,Pooled Causality Group y,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,RELGRyN,Perm,80,Pooled Causality Group y (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AETOXGR,Perm,81,Standard Toxicity Grade,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AETOXGRN,Perm,82,Standard Toxicity Grade (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,ATOXGR,Perm,83,Analysis Toxicity Grade,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,ATOXGRN,Perm,84,Analysis Toxicity Grade (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,TOXGGRy,Perm,85,Pooled Toxicity Grade Group y,,Char
adam,adam-occds-1-0,Adverse Event Descriptive Variables,TOXGGRyN,Perm,86,Pooled Toxicity Grade y (N),,Num
adam,adam-occds-1-0,Adverse Event Descriptive Variables,AEACN,Perm,87,Action Taken with Study Treatment,,Char
adam,adam-occds-1-0,Concomitant Medications Descriptive Variables,CMSTAT,Perm,88,Completion Status,,Char
