version,domain,variable,core,ordinal
3.4,EX,EXDOSFRM,Exp,16
3.4,EX,EXDOSFRQ,Perm,17
3.4,EX,EXDOSRGM,Perm,18
3.4,EX,EXROUTE,Perm,19
3.4,EX,EXLOT,Perm,20
3.4,EX,EXLOC,Perm,21
3.4,EX,EXLAT,Perm,22
3.4,EX,EXDIR,Perm,23
3.4,EX,EXFAST,Perm,24
3.4,EX,EXADJ,Perm,25
3.4,EX,TAETORD,Perm,26
3.4,EX,EPOCH,Perm,27
3.4,EX,EXSTDTC,Exp,28
3.4,EX,EXENDTC,Exp,29
3.4,EX,EXSTDY,Perm,30
3.4,EX,EXENDY,Perm,31
3.4,EX,EXDUR,Perm,32
3.4,EX,EXTPT,Perm,33
3.4,EX,EXTPTNUM,Perm,34
3.4,EX,EXELTM,Perm,35
3.4,EX,EXTPTREF,Perm,36
3.4,EX,EXRFTDTC,Perm,37
3.4,ML,STUDYID,Req,1
3.4,ML,DOMAIN,Req,2
3.4,ML,USUBJID,Req,3
3.4,ML,MLSEQ,Req,4
3.4,ML,MLGRPID,Perm,5
3.4,ML,MLSPID,Perm,6
3.4,ML,MLTRT,Req,7
3.4,ML,MLCAT,Perm,8
3.4,ML,MLSCAT,Perm,9
3.4,ML,MLPRESP,Perm,10
3.4,ML,MLOCCUR,Perm,11
3.4,ML,MLSTAT,Perm,12
3.4,ML,MLREASND,Perm,13
3.4,ML,MLDOSE,Perm,14
3.4,ML,MLDOSTXT,Perm,15
3.4,ML,MLDOSU,Perm,16
3.4,ML,MLDOSFRM,Perm,17
3.4,ML,VISITNUM,Perm,18
3.4,ML,VISIT,Perm,19
3.4,ML,VISITDY,Perm,20
3.4,ML,TAETORD,Perm,21
3.4,ML,EPOCH,Perm,22
3.4,ML,MLDTC,Perm,23
3.4,ML,MLSTDTC,Perm,24
3.4,ML,MLENDTC,Perm,25
3.4,ML,MLDY,Perm,26
3.4,ML,MLSTDY,Perm,27
3.4,ML,MLENDY,Perm,28
3.4,ML,MLDUR,Perm,29
3.4,ML,MLTPT,Perm,30
3.4,ML,MLTPTNUM,Perm,31
3.4,ML,MLELTM,Perm,32
3.4,ML,MLTPTREF,Perm,33
3.4,ML,MLRFTDTC,Perm,34
3.4,ML,MIDS,Perm,35
3.4,ML,RELMIDS,Perm,36
3.4,ML,MIDSDTC,Perm,37
3.4,PR,STUDYID,Req,1
3.4,PR,DOMAIN,Req,2
3.4,PR,USUBJID,Req,3
3.4,PR,PRSEQ,Req,4
3.4,PR,PRGRPID,Perm,5
3.4,PR,PRSPID,Perm,6
3.4,PR,PRLNKID,Perm,7
3.4,PR,PRLNKGRP,Perm,8
3.4,PR,PRTRT,Req,9
3.4,PR,PRDECOD,Perm,10
3.4,PR,PRCAT,Perm,11
3.4,PR,PRSCAT,Perm,12
3.4,PR,PRPRESP,Perm,13
3.4,PR,PROCCUR,Perm,14
3.4,PR,PRINDC,Perm,15
3.4,PR,PRDOSE,Perm,16
3.4,PR,PRDOSTXT,Perm,17
3.4,PR,PRDOSU,Perm,18
3.4,PR,PRDOSFRM,Perm,19
3.4,PR,PRDOSFRQ,Perm,20
3.4,PR,PRDOSRGM,Perm,21
3.4,PR,PRROUTE,Perm,22
3.4,PR,PRLOC,Perm,23
3.4,PR,PRLAT,Perm,24
3.4,PR,PRDIR,Perm,25
3.4,PR,PRPORTOT,Perm,26
3.4,PR,VISITNUM,Perm,27
3.4,PR,VISIT,Perm,28
3.4,PR,VISITDY,Perm,29
3.4,PR,TAETORD,Perm,30
3.4,PR,EPOCH,Perm,31
3.4,PR,PRSTDTC,Exp,32
3.4,PR,PRENDTC,Perm,33
3.4,PR,PRSTDY,Perm,34
3.4,PR,PRENDY,Perm,35
3.4,PR,PRDUR,Perm,36
3.4,PR,PRTPT,Perm,37
3.4,PR,PRTPTNUM,Perm,38
3.4,PR,PRELTM,Perm,39
3.4,PR,PRTPTREF,Perm,40
3.4,PR,PRRFTDTC,Perm,41
3.4,PR,PRSTRTPT,Perm,42
3.4,PR,PRSTTPT,Perm,43
3.4,PR,PRENRTPT,Perm,44
3.4,PR,PRENTPT,Perm,45
3.4,SU,STUDYID,Req,1
3.4,SU,DOMAIN,Req,2
3.4,SU,USUBJID,Req,3
3.4,SU,SUSEQ,Req,4
3.4,SU,SUGRPID,Perm,5
3.4,SU,SUSPID,Perm,6
3.4,SU,SUTRT,Req,7
3.4,SU,SUMODIFY,Perm,8
3.4,SU,SUDECOD,Perm,9
3.4,SU,SUCAT,Perm,10
3.4,SU,SUSCAT,Perm,11
3.4,SU,SUPRESP,Perm,12
3.4,SU,SUOCCUR,Perm,13
3.4,SU,SUSTAT,Perm,14
3.4,SU,SUREASND,Perm,15
3.4,SU,SUCLAS,Perm,16
3.4,SU,SUCLASCD,Perm,17
3.4,SU,SUDOSE,Perm,18
3.4,SU,SUDOSTXT,Perm,19
3.4,SU,SUDOSU,Perm,20
3.4,SU,SUDOSFRM,Perm,21
3.4,SU,SUDOSFRQ,Perm,22
3.4,SU,SUDOSTOT,Perm,23
3.4,SU,SUROUTE,Perm,24
3.4,SU,TAETORD,Perm,25
3.4,SU,EPOCH,Perm,26
3.4,SU,SUSTDTC,Perm,27
3.4,SU,SUENDTC,Perm,28
3.4,SU,SUSTDY,Perm,29
3.4,SU,SUENDY,Perm,30
3.4,SU,SUDUR,Perm,31
3.4,SU,SUSTRF,Perm,32
3.4,SU,SUENRF,Perm,33
3.4,SU,SUSTRTPT,Perm,34
3.4,SU,SUSTTPT,Perm,35
3.4,SU,SUENRTPT,Perm,36
3.4,SU,SUENTPT,Perm,37
3.4,AE,STUDYID,Req,1
3.4,AE,DOMAIN,Req,2
3.4,AE,USUBJID,Req,3
3.4,AE,SPDEVID,Perm,4
3.4,AE,AESEQ,Req,5
3.4,AE,AEGRPID,Perm,6
3.4,AE,AEREFID,Perm,7
3.4,AE,AESPID,Perm,8
3.4,AE,AETERM,Req,9
3.4,AE,AEMODIFY,Perm,10
3.4,AE,AELLT,Exp,11
3.4,AE,AELLTCD,Exp,12
3.4,AE,AEDECOD,Req,13
3.4,AE,AEPTCD,Exp,14
3.4,AE,AEHLT,Exp,15
3.4,AE,AEHLTCD,Exp,16
3.4,AE,AEHLGT,Exp,17
3.4,AE,AEHLGTCD,Exp,18
3.4,AE,AECAT,Perm,19
3.4,AE,AESCAT,Perm,20
3.4,AE,AEPRESP,Perm,21
3.4,AE,AEBODSYS,Exp,22
3.4,AE,AEBDSYCD,Exp,23
3.4,AE,AESOC,Exp,24
3.4,AE,AESOCCD,Exp,25
3.4,AE,AELOC,Perm,26
3.4,AE,AESEV,Perm,27
3.4,AE,AESER,Exp,28
3.4,AE,AEACN,Exp,29
3.4,AE,AEACNOTH,Perm,30
3.4,AE,AEACNDEV,Perm,31
3.4,AE,AEREL,Exp,32
3.4,AE,AERLDEV,Perm,33
3.4,AE,AERELNST,Perm,34
3.4,AE,AEPATT,Perm,35
3.4,AE,AEOUT,Perm,36
3.4,AE,AESCAN,Perm,37
3.4,AE,AESCONG,Perm,38
3.4,AE,AESDISAB,Perm,39
3.4,AE,AESDTH,Perm,40
3.4,AE,AESHOSP,Perm,41
3.4,AE,AESLIFE,Perm,42
3.4,AE,AESOD,Perm,43
3.4,AE,AESMIE,Perm,44
3.4,AE,AESINTV,Perm,45
3.4,AE,AEUNANT,Perm,46
3.4,AE,AERLPRT,Perm,47
3.4,AE,AERLPRC,Perm,48
3.4,AE,AECONTRT,Perm,49
3.4,AE,AETOXGR,Perm,50
3.4,AE,TAETORD,Perm,51
3.4,AE,EPOCH,Perm,52
3.4,AE,AESTDTC,Exp,53
3.4,AE,AEENDTC,Exp,54
3.4,AE,AESTDY,Perm,55
3.4,AE,AEENDY,Perm,56
3.4,AE,AEDUR,Perm,57
3.4,AE,AEENRF,Perm,58
3.4,AE,AEENRTPT,Perm,59
3.4,AE,AEENTPT,Perm,60
3.4,BE,STUDYID,Req,1
3.4,BE,DOMAIN,Req,2
3.4,BE,USUBJID,Req,3
3.4,BE,SPDEVID,Perm,4
3.4,BE,BESEQ,Req,5
3.4,BE,BEGRPID,Perm,6
3.4,BE,BEREFID,Exp,7
3.4,BE,BESPID,Perm,8
3.4,BE,BETERM,Req,9
3.4,BE,BEMODIFY,Perm,10
3.4,BE,BEDECOD,Perm,11
3.4,BE,BECAT,Perm,12
3.4,BE,BESCAT,Perm,13
3.4,BE,BELOC,Perm,14
3.4,BE,BEPARTY,Perm,15
3.4,BE,BEPRTYID,Perm,16
3.4,BE,VISITNUM,Exp,17
3.4,BE,VISIT,Perm,18
3.4,BE,VISITDY,Perm,19
3.4,BE,BEDTC,Exp,20
3.4,BE,BESTDTC,Exp,21
3.4,BE,BEENDTC,Exp,22
3.4,BE,BESTDY,Perm,23
3.4,BE,BEENDY,Perm,24
3.4,BE,BEDUR,Perm,25
3.4,CE,STUDYID,Req,1
3.4,CE,DOMAIN,Req,2
3.4,CE,USUBJID,Req,3
3.4,CE,CESEQ,Req,4
3.4,CE,CEGRPID,Perm,5
3.4,CE,CEREFID,Perm,6
3.4,CE,CESPID,Perm,7
3.4,CE,CETERM,Req,8
3.4,CE,CEDECOD,Perm,9
3.4,CE,CECAT,Perm,10
3.4,CE,CESCAT,Perm,11
3.4,CE,CEPRESP,Perm,12
3.4,CE,CEOCCUR,Perm,13
3.4,CE,CESTAT,Perm,14
3.4,CE,CEREASND,Perm,15
3.4,CE,CEBODSYS,Perm,16
3.4,CE,CESEV,Perm,17
3.4,CE,CETOXGR,Perm,18
3.4,CE,TAETORD,Perm,19
3.4,CE,EPOCH,Perm,20
3.4,CE,CEDTC,Perm,21
3.4,CE,CESTDTC,Perm,22
3.4,CE,CEENDTC,Perm,23
3.4,CE,CEDY,Perm,24
3.4,CE,CESTDY,Perm,25
3.4,CE,CEENDY,Perm,26
3.4,CE,CESTRF,Perm,27
3.4,CE,CEENRF,Perm,28
3.4,CE,CESTRTPT,Perm,29
3.4,CE,CESTTPT,Perm,30
3.4,CE,CEENRTPT,Perm,31
3.4,CE,CEENTPT,Perm,32
3.4,DS,STUDYID,Req,1
3.4,DS,DOMAIN,Req,2
3.4,DS,USUBJID,Req,3
3.4,DS,DSSEQ,Req,4
3.4,DS,DSGRPID,Perm,5
3.4,DS,DSREFID,Perm,6
3.4,DS,DSSPID,Perm,7
3.4,DS,DSTERM,Req,8
3.4,DS,DSDECOD,Req,9
3.4,DS,DSCAT,Exp,10
3.4,DS,DSSCAT,Perm,11
3.4,DS,EPOCH,Perm,12
3.4,DS,DSDTC,Perm,13
3.4,DS,DSSTDTC,Exp,14
3.4,DS,DSDY,Perm,15
3.4,DS,DSSTDY,Exp,16
3.4,DV,STUDYID,Req,1
3.4,DV,DOMAIN,Req,2
3.4,DV,USUBJID,Req,3
3.4,DV,DVSEQ,Req,4
3.4,DV,DVREFID,Perm,5
3.4,DV,DVSPID,Perm,6
3.4,DV,DVTERM,Req,7
3.4,DV,DVDECOD,Perm,8
3.4,DV,DVCAT,Perm,9
3.4,DV,DVSCAT,Perm,10
3.4,DV,TAETORD,Perm,11
3.4,DV,EPOCH,Perm,12
3.4,DV,DVSTDTC,Perm,13
3.4,DV,DVENDTC,Perm,14
3.4,DV,DVSTDY,Perm,15
3.4,DV,DVENDY,Perm,16
3.4,HO,STUDYID,Req,1
3.4,HO,DOMAIN,Req,2
3.4,HO,USUBJID,Req,3
3.4,HO,HOSEQ,Req,4
3.4,HO,HOGRPID,Perm,5
3.4,HO,HOREFID,Perm,6
3.4,HO,HOSPID,Perm,7
3.4,HO,HOTERM,Req,8
3.4,HO,HODECOD,Perm,9
3.4,HO,HOCAT,Perm,10
3.4,HO,HOSCAT,Perm,11
3.4,HO,HOPRESP,Perm,12
3.4,HO,HOOCCUR,Perm,13
3.4,HO,HOSTAT,Perm,14
3.4,HO,HOREASND,Perm,15
3.4,HO,TAETORD,Perm,16
3.4,HO,EPOCH,Perm,17
3.4,HO,HODTC,Perm,18
3.4,HO,HOSTDTC,Exp,19
3.4,HO,HOENDTC,Perm,20
3.4,HO,HODY,Perm,21
3.4,HO,HOSTDY,Perm,22
3.4,HO,HOENDY,Perm,23
3.4,HO,HODUR,Perm,24
3.4,HO,HOSTRTPT,Perm,25
3.4,HO,HOSTTPT,Perm,26
3.4,HO,HOENRTPT,Perm,27
3.4,HO,HOENTPT,Perm,28
3.4,MH,STUDYID,Req,1
3.4,MH,DOMAIN,Req,2
3.4,MH,USUBJID,Req,3
3.4,MH,MHSEQ,Req,4
3.4,MH,MHGRPID,Perm,5
3.4,MH,MHREFID,Perm,6
3.4,MH,MHSPID,Perm,7
3.4,MH,MHTERM,Req,8
3.4,MH,MHMODIFY,Perm,9
3.4,MH,MHDECOD,Perm,10
3.4,MH,MHEVDTYP,Perm,11
3.4,MH,MHCAT,Perm,12
3.4,MH,MHSCAT,Perm,13
3.4,MH,MHPRESP,Perm,14
3.4,MH,MHOCCUR,Perm,15
3.4,MH,MHSTAT,Perm,16
3.4,MH,MHREASND,Perm,17
3.4,MH,MHBODSYS,Perm,18
3.4,MH,TAETORD,Perm,19
3.4,MH,EPOCH,Perm,20
3.4,MH,MHDTC,Perm,21
3.4,MH,MHSTDTC,Perm,22
3.4,MH,MHENDTC,Perm,23
3.4,MH,MHDY,Perm,24
3.4,MH,MHENRF,Perm,25
3.4,MH,MHENRTPT,Perm,26
3.4,MH,MHENTPT,Perm,27
3.4,BS,STUDYID,Req,1
3.4,BS,DOMAIN,Req,2
3.4,BS,USUBJID,Req,3
3.4,BS,SPDEVID,Perm,4
3.4,BS,BSSEQ,Req,5
3.4,BS,BSGRPID,Perm,6
3.4,BS,BSREFID,Exp,7
3.4,BS,BSSPID,Perm,8
3.4,BS,BSTESTCD,Req,9
3.4,BS,BSTEST,Req,10
3.4,BS,BSCAT,Exp,11
3.4,BS,BSSCAT,Perm,12
3.4,BS,BSORRES,Exp,13
3.4,BS,BSORRESU,Exp,14
3.4,BS,BSSTRESC,Exp,15
3.4,BS,BSSTRESN,Exp,16
3.4,BS,BSSTRESU,Exp,17
3.4,BS,BSSTAT,Perm,18
3.4,BS,BSREASND,Perm,19
3.4,BS,BSNAM,Perm,20
3.4,BS,BSSPEC,Perm,21
3.4,BS,BSANTREG,Perm,22
3.4,BS,BSSPCCND,Perm,23
3.4,BS,BSMETHOD,Perm,24
3.4,BS,BSBLFL,Perm,25
3.4,BS,VISITNUM,Exp,26
3.4,BS,VISIT,Perm,27
3.4,BS,VISITDY,Perm,28
3.4,BS,BSDTC,Exp,29
3.4,BS,BSDY,Perm,30
3.4,BS,BSTPT,Perm,31
3.4,BS,BSTPTNUM,Perm,32
3.4,BS,BSELTM,Perm,33
3.4,BS,BSTPTREF,Perm,34
3.4,BS,BSRFTDTC,Perm,35
3.4,CP,STUDYID,Req,1
3.4,CP,DOMAIN,Req,2
3.4,CP,USUBJID,Req,3
3.4,CP,CPSEQ,Req,4
3.4,CP,CPGRPID,Perm,5
3.4,CP,CPREFID,Perm,6
3.4,CP,CPSPID,Perm,7
3.4,CP,CPLNKID,Perm,8
3.4,CP,CPLNKGRP,Perm,9
3.4,CP,CPTESTCD,Req,10
3.4,CP,CPTEST,Req,11
3.4,CP,CPSBMRKS,Perm,12
3.4,CP,CPCELSTA,Perm,13
3.4,CP,CPCSMRKS,Perm,14
3.4,CP,CPTSTCND,Perm,15
3.4,CP,CPCNDAGT,Perm,16
3.4,CP,CPBDAGNT,Perm,17
3.4,CP,CPABCLID,Perm,18
3.4,CP,CPMRKSTR,Exp,19
3.4,CP,CPGATE,Perm,20
3.4,CP,CPGATDEF,Perm,21
3.4,CP,CPSPTSTD,Perm,22
3.4,CP,CPCAT,Perm,23
3.4,CP,CPSCAT,Perm,24
3.4,CP,CPTSTPNL,Perm,25
3.4,CP,CPORRES,Exp,26
3.4,CP,CPORRESU,Perm,27
3.4,CP,CPRESSCL,Perm,28
3.4,CP,CPRESTYP,Perm,29
3.4,CP,CPCOLSRT,Perm,30
3.4,CP,CPORNRLO,Perm,31
3.4,CP,CPORNRHI,Perm,32
3.4,CP,CPSTRESC,Exp,33
3.4,CP,CPSTRESN,Perm,34
3.4,CP,CPSTRESU,Perm,35
3.4,CP,CPSTNRLO,Perm,36
3.4,CP,CPSTNRHI,Perm,37
3.4,CP,CPNRIND,Perm,38
3.4,CP,CPSTAT,Perm,39
3.4,CP,CPREASND,Perm,40
3.4,CP,CPNAM,Perm,41
3.4,CP,CPLOINC,Perm,42
3.4,CP,CPSPEC,Perm,43
3.4,CP,CPSPCCND,Perm,44
3.4,CP,CPMETHOD,Perm,45
3.4,CP,CPANMETH,Perm,46
3.4,CP,CPLOBXFL,Perm,47
3.4,CP,CPBLFL,Perm,48
3.4,CP,CPDRVFL,Perm,49
3.4,CP,CPCLSIG,Perm,50
3.4,CP,VISITNUM,Perm,51
3.4,CP,VISIT,Perm,52
3.4,CP,VISITDY,Perm,53
3.4,CP,TAETORD,Perm,54
3.4,CP,EPOCH,Perm,55
3.4,CP,CPDTC,Exp,56
3.4,CP,CPDY,Perm,57
3.4,CP,CPTPT,Perm,58
3.4,CP,CPTPTNUM,Perm,59
3.4,CP,CPELTM,Perm,60
3.4,CP,CPTPTREF,Perm,61
3.4,CP,CPRFTDTC,Perm,62
3.4,CV,STUDYID,Req,1
3.4,CV,DOMAIN,Req,2
3.4,CV,USUBJID,Req,3
3.4,CV,CVSEQ,Req,4
3.4,CV,CVGRPID,Perm,5
3.4,CV,CVREFID,Perm,6
3.4,CV,CVSPID,Perm,7
3.4,CV,CVLNKID,Perm,8
3.4,CV,CVLNKGRP,Perm,9
3.4,CV,CVTESTCD,Req,10
3.4,CV,CVTEST,Req,11
3.4,CV,CVCAT,Perm,12
3.4,CV,CVSCAT,Perm,13
3.4,CV,CVPOS,Perm,14
3.4,CV,CVORRES,Exp,15
3.4,CV,CVORRESU,Perm,16
3.4,CV,CVSTRESC,Exp,17
3.4,CV,CVSTRESN,Perm,18
3.4,CV,CVSTRESU,Perm,19
3.4,CV,CVSTAT,Perm,20
3.4,CV,CVREASND,Perm,21
3.4,CV,CVLOC,Perm,22
3.4,CV,CVLAT,Perm,23
3.4,CV,CVDIR,Perm,24
3.4,CV,CVMETHOD,Perm,25
3.4,CV,CVLOBXFL,Exp,26
3.4,CV,CVBLFL,Perm,27
3.4,CV,CVDRVFL,Perm,28
3.4,CV,CVEVAL,Perm,29
3.4,CV,CVEVALID,Perm,30
3.4,CV,VISITNUM,Exp,31
3.4,CV,VISIT,Perm,32
3.4,CV,VISITDY,Perm,33
3.4,CV,TAETORD,Perm,34
3.4,CV,EPOCH,Perm,35
3.4,CV,CVDTC,Exp,36
3.4,CV,CVDY,Perm,37
3.4,CV,CVTPT,Perm,38
3.4,CV,CVTPTNUM,Perm,39
3.4,CV,CVELTM,Perm,40
3.4,CV,CVTPTREF,Perm,41
3.4,CV,CVRFTDTC,Perm,42
3.4,DA,STUDYID,Req,1
3.4,DA,DOMAIN,Req,2
3.4,DA,USUBJID,Req,3
3.4,DA,DASEQ,Req,4
3.4,DA,DAGRPID,Perm,5
3.4,DA,DAREFID,Perm,6
3.4,DA,DASPID,Perm,7
3.4,DA,DALNKID,Perm,8
3.4,DA,DALNKGRP,Perm,9
3.4,DA,DATESTCD,Req,10
3.4,DA,DATEST,Req,11
3.4,DA,DACAT,Perm,12
3.4,DA,DASCAT,Perm,13
3.4,DA,DAORRES,Exp,14
3.4,DA,DAORRESU,Perm,15
3.4,DA,DASTRESC,Exp,16
3.4,DA,DASTRESN,Perm,17
3.4,DA,DASTRESU,Perm,18
3.4,DA,DASTAT,Perm,19
3.4,DA,DAREASND,Perm,20
3.4,DA,VISITNUM,Exp,21
3.4,DA,VISIT,Perm,22
3.4,DA,VISITDY,Perm,23
3.4,DA,TAETORD,Perm,24
3.4,DA,EPOCH,Perm,25
3.4,DA,DADTC,Exp,26
3.4,DA,DADY,Perm,27
3.4,DD,STUDYID,Req,1
3.4,DD,DOMAIN,Req,2
3.4,DD,USUBJID,Req,3
3.4,DD,DDSEQ,Req,4
3.4,DD,DDTESTCD,Req,5
3.4,DD,DDTEST,Req,6
3.4,DD,DDORRES,Exp,7
3.4,DD,DDSTRESC,Exp,8
3.4,DD,DDRESCAT,Perm,9
3.4,DD,DDEVAL,Perm,10
3.4,DD,DDDTC,Exp,11
3.4,DD,DDDY,Perm,12
3.4,EG,STUDYID,Req,1
3.4,EG,DOMAIN,Req,2
3.4,EG,USUBJID,Req,3
3.4,EG,SPDEVID,Perm,4
3.4,EG,EGSEQ,Req,5
3.4,EG,EGGRPID,Perm,6
3.4,EG,EGREFID,Perm,7
3.4,EG,EGSPID,Perm,8
3.4,EG,EGBEATNO,Perm,9
3.4,EG,EGTESTCD,Req,10
3.4,EG,EGTEST,Req,11
3.4,EG,EGCAT,Perm,12
3.4,EG,EGSCAT,Perm,13
3.4,EG,EGPOS,Perm,14
3.4,EG,EGORRES,Exp,15
3.4,EG,EGORRESU,Perm,16
3.4,EG,EGSTRESC,Exp,17
3.4,EG,EGSTRESN,Perm,18
3.4,EG,EGSTRESU,Perm,19
3.4,EG,EGSTAT,Perm,20
3.4,EG,EGREASND,Perm,21
3.4,EG,EGXFN,Perm,22
3.4,EG,EGNAM,Perm,23
3.4,EG,EGMETHOD,Perm,24
3.4,EG,EGLEAD,Perm,25
3.4,EG,EGLOBXFL,Exp,26
3.4,EG,EGBLFL,Perm,27
3.4,EG,EGDRVFL,Perm,28
3.4,EG,EGEVAL,Perm,29
3.4,EG,EGEVALID,Perm,30
3.4,EG,EGCLSIG,Perm,31
3.4,EG,EGREPNUM,Perm,32
3.4,EG,VISITNUM,Exp,33
3.4,EG,VISIT,Perm,34
3.4,EG,VISITDY,Perm,35
3.4,EG,TAETORD,Perm,36
3.4,EG,EPOCH,Perm,37
3.4,EG,EGDTC,Exp,38
3.4,EG,EGDY,Perm,39
3.4,EG,EGTPT,Perm,40
3.4,EG,EGTPTNUM,Perm,41
3.4,EG,EGELTM,Perm,42
3.4,EG,EGTPTREF,Perm,43
3.4,EG,EGRFTDTC,Perm,44
3.4,FT,STUDYID,Req,1
3.4,FT,DOMAIN,Req,2
3.4,FT,USUBJID,Req,3
3.4,FT,FTSEQ,Req,4
3.4,FT,FTGRPID,Perm,5
3.4,FT,FTREFID,Perm,6
3.4,FT,FTSPID,Perm,7
3.4,FT,FTTESTCD,Req,8
3.4,FT,FTTEST,Req,9
3.4,FT,FTCAT,Req,10
3.4,FT,FTSCAT,Perm,11
3.4,FT,FTPOS,Perm,12
3.4,FT,FTORRES,Exp,13
3.4,FT,FTORRESU,Perm,14
3.4,FT,FTSTRESC,Exp,15
3.4,FT,FTSTRESN,Perm,16
3.4,FT,FTSTRESU,Perm,17
3.4,FT,FTSTAT,Perm,18
3.4,FT,FTREASND,Perm,19
3.4,FT,FTXFN,Perm,20
3.4,FT,FTNAM,Perm,21
3.4,FT,FTMETHOD,Perm,22
3.4,FT,FTLOBXFL,Exp,23
3.4,FT,FTBLFL,Perm,24
3.4,FT,FTDRVFL,Perm,25
3.4,FT,FTREPNUM,Perm,26
3.4,FT,VISITNUM,Exp,27
3.4,FT,VISIT,Perm,28
3.4,FT,VISITDY,Perm,29
3.4,FT,TAETORD,Perm,30
3.4,FT,EPOCH,Perm,31
3.4,FT,FTDTC,Exp,32
3.4,FT,FTDY,Perm,33
3.4,FT,FTTPT,Perm,34
3.4,FT,FTTPTNUM,Perm,35
3.4,FT,FTELTM,Perm,36
3.4,FT,FTTPTREF,Perm,37
3.4,FT,FTRFTDTC,Perm,38
3.4,GF,STUDYID,Req,1
3.4,GF,DOMAIN,Req,2
3.4,GF,USUBJID,Req,3
3.4,GF,SPDEVID,Perm,4
3.4,GF,NHOID,Perm,5
3.4,GF,GFSEQ,Req,6
3.4,GF,GFGRPID,Perm,7
3.4,GF,GFREFID,Exp,8
3.4,GF,GFSPID,Perm,9
3.4,GF,GFLNKID,Perm,10
3.4,GF,GFLNKGRP,Perm,11
3.4,GF,GFTESTCD,Req,12
3.4,GF,GFTEST,Req,13
3.4,GF,GFTSTDTL,Perm,14
3.4,GF,GFCAT,Perm,15
3.4,GF,GFSCAT,Perm,16
3.4,GF,GFORRES,Exp,17
3.4,GF,GFORRESU,Perm,18
3.4,GF,GFORREF,Perm,19
3.4,GF,GFSTRESC,Exp,20
3.4,GF,GFSTRESN,Perm,21
3.4,GF,GFSTRESU,Perm,22
3.4,GF,GFSTREFC,Perm,23
3.4,GF,GFSTREFN,Perm,24
3.4,GF,GFRESCAT,Perm,25
3.4,GF,GFINHERT,Perm,26
3.4,GF,GFGENREF,Perm,27
3.4,GF,GFCHROM,Perm,28
3.4,GF,GFSYM,Perm,29
3.4,GF,GFSYMTYP,Perm,30
3.4,GF,GFGENLOC,Perm,31
3.4,GF,GFGENSR,Perm,32
3.4,GF,GFSEQID,Perm,33
3.4,GF,GFPVRID,Perm,34
3.4,GF,GFCOPYID,Perm,35
3.4,GF,GFSTAT,Perm,36
3.4,GF,GFREASND,Perm,37
3.4,GF,GFXFN,Perm,38
3.4,GF,GFNAM,Perm,39
3.4,GF,GFSPEC,Perm,40
3.4,GF,GFMETHOD,Exp,41
3.4,GF,GFRUNID,Perm,42
3.4,GF,GFANMETH,Perm,43
3.4,GF,GFBLFL,Perm,44
3.4,GF,GFDRVFL,Perm,45
3.4,GF,GFLLOQ,Perm,46
3.4,GF,GFREPNUM,Perm,47
3.4,GF,VISITNUM,Exp,48
3.4,GF,VISIT,Perm,49
3.4,GF,VISITDY,Perm,50
3.4,GF,GFDTC,Exp,51
3.4,GF,GFDY,Perm,52
3.4,GF,GFTPT,Perm,53
3.4,GF,GFTPTNUM,Perm,54
3.4,GF,GFELTM,Perm,55
3.4,GF,GFTPTREF,Perm,56
3.4,GF,GFRFTDTC,Perm,57
3.4,IE,STUDYID,Req,1
3.4,IE,DOMAIN,Req,2
3.4,IE,USUBJID,Req,3
3.4,IE,IESEQ,Req,4
3.4,IE,IESPID,Perm,5
3.4,IE,IETESTCD,Req,6
3.4,IE,IETEST,Req,7
3.4,IE,IECAT,Req,8
3.4,IE,IESCAT,Perm,9
3.4,IE,IEORRES,Req,10
3.4,IE,IESTRESC,Req,11
3.4,IE,VISITNUM,Perm,12
3.4,IE,VISIT,Perm,13
3.4,IE,VISITDY,Perm,14
3.4,IE,TAETORD,Perm,15
3.4,IE,EPOCH,Perm,16
3.4,IE,IEDTC,Perm,17
3.4,IE,IEDY,Perm,18
3.4,IS,STUDYID,Req,1
3.4,IS,DOMAIN,Req,2
3.4,IS,USUBJID,Req,3
3.4,IS,NHOID,Perm,4
3.4,IS,ISSEQ,Req,5
3.4,IS,ISGRPID,Perm,6
3.4,IS,ISREFID,Perm,7
3.4,IS,ISSPID,Perm,8
3.4,IS,ISTESTCD,Req,9
3.4,IS,ISTEST,Req,10
3.4,IS,ISTSTCND,Perm,11
3.4,IS,ISCNDAGT,Perm,12
3.4,IS,ISBDAGNT,Perm,13
3.4,IS,ISTSTOPO,Perm,14
3.4,IS,ISMSCBCE,Perm,15
3.4,IS,ISTSTDTL,Perm,16
3.4,IS,ISCAT,Perm,17
3.4,IS,ISSCAT,Perm,18
3.4,IS,ISORRES,Exp,19
3.4,IS,ISORRESU,Exp,20
3.4,IS,ISORNRLO,Exp,21
3.4,IS,ISORNRHI,Exp,22
3.4,IS,ISSTRESC,Exp,23
3.4,IS,ISSTRESN,Exp,24
3.4,IS,ISSTRESU,Exp,25
3.4,IS,ISSTNRLO,Exp,26
3.4,IS,ISSTNRHI,Exp,27
3.4,IS,ISSTNRC,Perm,28
3.4,IS,ISNRIND,Exp,29
3.4,IS,ISSTAT,Perm,30
3.4,IS,ISREASND,Perm,31
