version,domain,variable,core,ordinal
3.3,RE,REDRVFL,Perm,32
3.3,RE,REEVAL,Perm,33
3.3,RE,REEVALID,Perm,34
3.3,RE,REREPNUM,Perm,35
3.3,RE,VISITNUM,Exp,36
3.3,RE,VISIT,Perm,37
3.3,RE,VISITDY,Perm,38
3.3,RE,TAETORD,Perm,39
3.3,RE,EPOCH,Perm,40
3.3,RE,REDTC,Exp,41
3.3,RE,REDY,Perm,42
3.3,RE,RETPT,Perm,43
3.3,RE,RETPTNUM,Perm,44
3.3,RE,REELTM,Perm,45
3.3,RE,RETPTREF,Perm,46
3.3,RE,RERFTDTC,Perm,47
3.3,UR,STUDYID,Req,1
3.3,UR,DOMAIN,Req,2
3.3,UR,USUBJID,Req,3
3.3,UR,URSEQ,Req,4
3.3,UR,URGRPID,Perm,5
3.3,UR,URREFID,Perm,6
3.3,UR,URSPID,Perm,7
3.3,UR,URLNKID,Perm,8
3.3,UR,URLNKGRP,Perm,9
3.3,UR,URTESTCD,Req,10
3.3,UR,URTEST,Req,11
3.3,UR,URTSTDTL,Perm,12
3.3,UR,URCAT,Perm,13
3.3,UR,URSCAT,Perm,14
3.3,UR,URORRES,Exp,15
3.3,UR,URORRESU,Perm,16
3.3,UR,URSTRESC,Exp,17
3.3,UR,URSTRESN,Perm,18
3.3,UR,URSTRESU,Perm,19
3.3,UR,URRESCAT,Perm,20
3.3,UR,URSTAT,Perm,21
3.3,UR,URREASND,Perm,22
3.3,UR,URSPEC,Perm,23
3.3,UR,URSPCUFL,Perm,24
3.3,UR,URLOC,Perm,25
3.3,UR,URLAT,Perm,26
3.3,UR,URDIR,Perm,27
3.3,UR,URMETHOD,Perm,28
3.3,UR,URLOBXFL,Exp,29
3.3,UR,URBLFL,Perm,30
3.3,UR,URDRVFL,Perm,31
3.3,UR,UREVAL,Perm,32
3.3,UR,UREVALID,Perm,33
3.3,UR,VISITNUM,Exp,34
3.3,UR,VISIT,Perm,35
3.3,UR,VISITDY,Perm,36
3.3,UR,TAETORD,Perm,37
3.3,UR,EPOCH,Perm,38
3.3,UR,URDTC,Exp,39
3.3,UR,URDY,Perm,40
3.3,UR,URTPT,Perm,41
3.3,UR,URTPTNUM,Perm,42
3.3,UR,URELTM,Perm,43
3.3,UR,URTPTREF,Perm,44
3.3,UR,URRFTDTC,Perm,45
3.3,PC,STUDYID,Req,1
3.3,PC,DOMAIN,Req,2
3.3,PC,USUBJID,Req,3
3.3,PC,PCSEQ,Req,4
3.3,PC,PCGRPID,Perm,5
3.3,PC,PCREFID,Perm,6
3.3,PC,PCSPID,Perm,7
3.3,PC,PCTESTCD,Req,8
3.3,PC,PCTEST,Req,9
3.3,PC,PCCAT,Perm,10
3.3,PC,PCSCAT,Perm,11
3.3,PC,PCORRES,Exp,12
3.3,PC,PCORRESU,Exp,13
3.3,PC,PCSTRESC,Exp,14
3.3,PC,PCSTRESN,Exp,15
3.3,PC,PCSTRESU,Exp,16
3.3,PC,PCSTAT,Perm,17
3.3,PC,PCREASND,Perm,18
3.3,PC,PCNAM,Exp,19
3.3,PC,PCSPEC,Exp,20
3.3,PC,PCSPCCND,Perm,21
3.3,PC,PCMETHOD,Perm,22
3.3,PC,PCFAST,Perm,23
3.3,PC,PCDRVFL,Perm,24
3.3,PC,PCLLOQ,Exp,25
3.3,PC,PCULOQ,Perm,26
3.3,PC,VISITNUM,Exp,27
3.3,PC,VISIT,Perm,28
3.3,PC,VISITDY,Perm,29
3.3,PC,TAETORD,Perm,30
3.3,PC,EPOCH,Perm,31
3.3,PC,PCDTC,Exp,32
3.3,PC,PCENDTC,Perm,33
3.3,PC,PCDY,Perm,34
3.3,PC,PCENDY,Perm,35
3.3,PC,PCTPT,Perm,36
3.3,PC,PCTPTNUM,Perm,37
3.3,PC,PCELTM,Perm,38
3.3,PC,PCTPTREF,Perm,39
3.3,PC,PCRFTDTC,Perm,40
3.3,PC,PCEVLINT,Perm,41
3.3,PP,STUDYID,Req,1
3.3,PP,DOMAIN,Req,2
3.3,PP,USUBJID,Req,3
3.3,PP,PPSEQ,Req,4
3.3,PP,PPGRPID,Perm,5
3.3,PP,PPTESTCD,Req,6
3.3,PP,PPTEST,Req,7
3.3,PP,PPCAT,Exp,8
3.3,PP,PPSCAT,Perm,9
3.3,PP,PPORRES,Exp,10
3.3,PP,PPORRESU,Exp,11
3.3,PP,PPSTRESC,Exp,12
3.3,PP,PPSTRESN,Exp,13
3.3,PP,PPSTRESU,Exp,14
3.3,PP,PPSTAT,Perm,15
3.3,PP,PPREASND,Perm,16
3.3,PP,PPSPEC,Exp,17
3.3,PP,TAETORD,Perm,18
3.3,PP,EPOCH,Perm,19
3.3,PP,PPDTC,Perm,20
3.3,PP,PPDY,Perm,21
3.3,PP,PPRFTDTC,Exp,22
3.3,PP,PPSTINT,Perm,23
3.3,PP,PPENINT,Perm,24
3.3,PE,STUDYID,Req,1
3.3,PE,DOMAIN,Req,2
3.3,PE,USUBJID,Req,3
3.3,PE,PESEQ,Req,4
3.3,PE,PEGRPID,Perm,5
3.3,PE,PESPID,Perm,6
3.3,PE,PETESTCD,Req,7
3.3,PE,PETEST,Req,8
3.3,PE,PEMODIFY,Perm,9
3.3,PE,PECAT,Perm,10
3.3,PE,PESCAT,Perm,11
3.3,PE,PEBODSYS,Perm,12
3.3,PE,PEORRES,Exp,13
3.3,PE,PEORRESU,Perm,14
3.3,PE,PESTRESC,Exp,15
3.3,PE,PESTAT,Perm,16
3.3,PE,PEREASND,Perm,17
3.3,PE,PELOC,Perm,18
3.3,PE,PELAT,Perm,19
3.3,PE,PEMETHOD,Perm,20
3.3,PE,PELOBXFL,Perm,21
3.3,PE,PEBLFL,Perm,22
3.3,PE,PEEVAL,Perm,23
3.3,PE,VISITNUM,Exp,24
3.3,PE,VISIT,Perm,25
3.3,PE,VISITDY,Perm,26
3.3,PE,TAETORD,Perm,27
3.3,PE,EPOCH,Perm,28
3.3,PE,PEDTC,Exp,29
3.3,PE,PEDY,Perm,30
3.3,FT,STUDYID,Req,1
3.3,FT,DOMAIN,Req,2
3.3,FT,USUBJID,Req,3
3.3,FT,FTSEQ,Req,4
3.3,FT,FTGRPID,Perm,5
3.3,FT,FTREFID,Perm,6
3.3,FT,FTSPID,Perm,7
3.3,FT,FTTESTCD,Req,8
3.3,FT,FTTEST,Req,9
3.3,FT,FTCAT,Req,10
3.3,FT,FTSCAT,Perm,11
3.3,FT,FTPOS,Perm,12
3.3,FT,FTORRES,Exp,13
3.3,FT,FTORRESU,Perm,14
3.3,FT,FTSTRESC,Exp,15
3.3,FT,FTSTRESN,Perm,16
3.3,FT,FTSTRESU,Perm,17
3.3,FT,FTSTAT,Perm,18
3.3,FT,FTREASND,Perm,19
3.3,FT,FTXFN,Perm,20
3.3,FT,FTNAM,Perm,21
3.3,FT,FTMETHOD,Perm,22
3.3,FT,FTLOBXFL,Exp,23
3.3,FT,FTBLFL,Perm,24
3.3,FT,FTDRVFL,Perm,25
3.3,FT,FTEVAL,Perm,26
3.3,FT,FTREPNUM,Perm,27
3.3,FT,VISITNUM,Exp,28
3.3,FT,VISIT,Perm,29
3.3,FT,VISITDY,Perm,30
3.3,FT,TAETORD,Perm,31
3.3,FT,EPOCH,Perm,32
3.3,FT,FTDTC,Exp,33
3.3,FT,FTDY,Perm,34
3.3,FT,FTTPT,Perm,35
3.3,FT,FTTPTNUM,Perm,36
3.3,FT,FTELTM,Perm,37
3.3,FT,FTTPTREF,Perm,38
3.3,FT,FTRFTDTC,Perm,39
3.3,QS,STUDYID,Req,1
3.3,QS,DOMAIN,Req,2
3.3,QS,USUBJID,Req,3
3.3,QS,QSSEQ,Req,4
3.3,QS,QSGRPID,Perm,5
3.3,QS,QSSPID,Perm,6
3.3,QS,QSTESTCD,Req,7
3.3,QS,QSTEST,Req,8
3.3,QS,QSCAT,Req,9
3.3,QS,QSSCAT,Perm,10
3.3,QS,QSORRES,Exp,11
3.3,QS,QSORRESU,Perm,12
3.3,QS,QSSTRESC,Exp,13
3.3,QS,QSSTRESN,Perm,14
3.3,QS,QSSTRESU,Perm,15
3.3,QS,QSSTAT,Perm,16
3.3,QS,QSREASND,Perm,17
3.3,QS,QSLOBXFL,Perm,18
3.3,QS,QSBLFL,Perm,19
3.3,QS,QSDRVFL,Perm,20
3.3,QS,QSEVAL,Perm,21
3.3,QS,VISITNUM,Exp,22
3.3,QS,VISIT,Perm,23
3.3,QS,VISITDY,Perm,24
3.3,QS,TAETORD,Perm,25
3.3,QS,EPOCH,Perm,26
3.3,QS,QSDTC,Exp,27
3.3,QS,QSDY,Perm,28
3.3,QS,QSTPT,Perm,29
3.3,QS,QSTPTNUM,Perm,30
3.3,QS,QSELTM,Perm,31
3.3,QS,QSTPTREF,Perm,32
3.3,QS,QSRFTDTC,Perm,33
3.3,QS,QSEVLINT,Perm,34
3.3,RS,STUDYID,Req,1
3.3,RS,DOMAIN,Req,2
3.3,RS,USUBJID,Req,3
3.3,RS,RSSEQ,Req,4
3.3,RS,RSGRPID,Perm,5
3.3,RS,RSREFID,Perm,6
3.3,RS,RSSPID,Perm,7
3.3,RS,RSLNKID,Perm,8
3.3,RS,RSLNKGRP,Perm,9
3.3,RS,RSTESTCD,Req,10
3.3,RS,RSTEST,Req,11
3.3,RS,RSCAT,Exp,12
3.3,RS,RSSCAT,Perm,13
3.3,RS,RSORRES,Exp,14
3.3,RS,RSORRESU,Perm,15
3.3,RS,RSSTRESC,Exp,16
3.3,RS,RSSTRESN,Perm,17
3.3,RS,RSSTRESU,Perm,18
3.3,RS,RSSTAT,Perm,19
3.3,RS,RSREASND,Perm,20
3.3,RS,RSNAM,Perm,21
3.3,RS,RSLOBXFL,Perm,22
3.3,RS,RSBLFL,Perm,23
3.3,RS,RSDRVFL,Perm,24
3.3,RS,RSEVAL,Perm,25
3.3,RS,RSEVALID,Perm,26
3.3,RS,RSACPTFL,Perm,27
3.3,RS,VISITNUM,Exp,28
3.3,RS,VISIT,Perm,29
3.3,RS,VISITDY,Perm,30
3.3,RS,TAETORD,Perm,31
3.3,RS,EPOCH,Perm,32
3.3,RS,RSDTC,Exp,33
3.3,RS,RSDY,Perm,34
3.3,RS,RSTPT,Perm,35
3.3,RS,RSTPTNUM,Perm,36
3.3,RS,RSELTM,Perm,37
3.3,RS,RSTPTREF,Perm,38
3.3,RS,RSRFTDTC,Perm,39
3.3,RS,RSEVLINT,Perm,40
3.3,RS,RSEVINTX,Perm,41
3.3,RS,RSSTRTPT,Perm,42
3.3,RS,RSSTTPT,Perm,43
3.3,RS,RSENRTPT,Perm,44
3.3,RS,RSENTPT,Perm,45
3.3,SC,STUDYID,Req,1
3.3,SC,DOMAIN,Req,2
3.3,SC,USUBJID,Req,3
3.3,SC,SCSEQ,Req,4
3.3,SC,SCGRPID,Perm,5
3.3,SC,SCSPID,Perm,6
3.3,SC,SCTESTCD,Req,7
3.3,SC,SCTEST,Req,8
3.3,SC,SCCAT,Perm,9
3.3,SC,SCSCAT,Perm,10
3.3,SC,SCORRES,Exp,11
3.3,SC,SCORRESU,Perm,12
3.3,SC,SCSTRESC,Exp,13
3.3,SC,SCSTRESN,Perm,14
3.3,SC,SCSTRESU,Perm,15
3.3,SC,SCSTAT,Perm,16
3.3,SC,SCREASND,Perm,17
3.3,SC,TAETORD,Perm,18
3.3,SC,EPOCH,Perm,19
3.3,SC,SCDTC,Perm,20
3.3,SC,SCDY,Perm,21
3.3,SS,STUDYID,Req,1
3.3,SS,DOMAIN,Req,2
3.3,SS,USUBJID,Req,3
3.3,SS,SSSEQ,Req,4
3.3,SS,SSGRPID,Perm,5
3.3,SS,SSSPID,Perm,6
3.3,SS,SSTESTCD,Req,7
3.3,SS,SSTEST,Req,8
3.3,SS,SSCAT,Perm,9
3.3,SS,SSSCAT,Perm,10
3.3,SS,SSORRES,Exp,11
3.3,SS,SSSTRESC,Exp,12
3.3,SS,SSSTAT,Perm,13
3.3,SS,SSREASND,Perm,14
3.3,SS,SSEVAL,Perm,15
3.3,SS,VISITNUM,Exp,16
3.3,SS,VISIT,Perm,17
3.3,SS,VISITDY,Perm,18
3.3,SS,TAETORD,Perm,19
3.3,SS,EPOCH,Perm,20
3.3,SS,SSDTC,Exp,21
3.3,SS,SSDY,Perm,22
3.3,TU,STUDYID,Req,1
3.3,TU,DOMAIN,Req,2
3.3,TU,USUBJID,Req,3
3.3,TU,TUSEQ,Req,4
3.3,TU,TUGRPID,Perm,5
3.3,TU,TUREFID,Perm,6
3.3,TU,TUSPID,Perm,7
3.3,TU,TULNKID,Exp,8
3.3,TU,TULNKGRP,Perm,9
3.3,TU,TUTESTCD,Req,10
3.3,TU,TUTEST,Req,11
3.3,TU,TUORRES,Exp,12
3.3,TU,TUSTRESC,Exp,13
3.3,TU,TUNAM,Perm,14
3.3,TU,TULOC,Exp,15
3.3,TU,TULAT,Perm,16
3.3,TU,TUDIR,Perm,17
3.3,TU,TUPORTOT,Perm,18
3.3,TU,TUMETHOD,Exp,19
3.3,TU,TULOBXFL,Exp,20
3.3,TU,TUBLFL,Perm,21
3.3,TU,TUEVAL,Exp,22
3.3,TU,TUEVALID,Perm,23
3.3,TU,TUACPTFL,Perm,24
3.3,TU,VISITNUM,Exp,25
3.3,TU,VISIT,Perm,26
3.3,TU,VISITDY,Perm,27
3.3,TU,TAETORD,Perm,28
3.3,TU,EPOCH,Perm,29
3.3,TU,TUDTC,Exp,30
3.3,TU,TUDY,Perm,31
3.3,TR,STUDYID,Req,1
3.3,TR,DOMAIN,Req,2
3.3,TR,USUBJID,Req,3
3.3,TR,TRSEQ,Req,4
3.3,TR,TRGRPID,Perm,5
3.3,TR,TRREFID,Perm,6
3.3,TR,TRSPID,Perm,7
3.3,TR,TRLNKID,Exp,8
3.3,TR,TRLNKGRP,Perm,9
3.3,TR,TRTESTCD,Req,10
3.3,TR,TRTEST,Req,11
3.3,TR,TRORRES,Exp,12
3.3,TR,TRORRESU,Exp,13
3.3,TR,TRSTRESC,Exp,14
3.3,TR,TRSTRESN,Exp,15
3.3,TR,TRSTRESU,Exp,16
3.3,TR,TRSTAT,Perm,17
3.3,TR,TRREASND,Perm,18
3.3,TR,TRNAM,Perm,19
3.3,TR,TRMETHOD,Exp,20
3.3,TR,TRLOBXFL,Exp,21
3.3,TR,TRBLFL,Perm,22
3.3,TR,TREVAL,Exp,23
3.3,TR,TREVALID,Perm,24
3.3,TR,TRACPTFL,Perm,25
3.3,TR,VISITNUM,Exp,26
3.3,TR,VISIT,Perm,27
3.3,TR,VISITDY,Perm,28
3.3,TR,TAETORD,Perm,29
3.3,TR,EPOCH,Perm,30
3.3,TR,TRDTC,Exp,31
3.3,TR,TRDY,Perm,32
3.3,VS,STUDYID,Req,1
3.3,VS,DOMAIN,Req,2
3.3,VS,USUBJID,Req,3
3.3,VS,VSSEQ,Req,4
3.3,VS,VSGRPID,Perm,5
3.3,VS,VSSPID,Perm,6
3.3,VS,VSTESTCD,Req,7
3.3,VS,VSTEST,Req,8
3.3,VS,VSCAT,Perm,9
3.3,VS,VSSCAT,Perm,10
3.3,VS,VSPOS,Perm,11
3.3,VS,VSORRES,Exp,12
3.3,VS,VSORRESU,Exp,13
3.3,VS,VSSTRESC,Exp,14
3.3,VS,VSSTRESN,Exp,15
3.3,VS,VSSTRESU,Exp,16
3.3,VS,VSSTAT,Perm,17
3.3,VS,VSREASND,Perm,18
3.3,VS,VSLOC,Perm,19
3.3,VS,VSLAT,Perm,20
3.3,VS,VSLOBXFL,Exp,21
3.3,VS,VSBLFL,Perm,22
3.3,VS,VSDRVFL,Perm,23
3.3,VS,VISITNUM,Exp,24
3.3,VS,VISIT,Perm,25
3.3,VS,VISITDY,Perm,26
3.3,VS,TAETORD,Perm,27
3.3,VS,EPOCH,Perm,28
3.3,VS,VSDTC,Exp,29
3.3,VS,VSDY,Perm,30
3.3,VS,VSTPT,Perm,31
3.3,VS,VSTPTNUM,Perm,32
3.3,VS,VSELTM,Perm,33
3.3,VS,VSTPTREF,Perm,34
3.3,VS,VSRFTDTC,Perm,35
3.3,FA,STUDYID,Req,1
3.3,FA,DOMAIN,Req,2
3.3,FA,USUBJID,Req,3
3.3,FA,FASEQ,Req,4
3.3,FA,FAGRPID,Perm,5
3.3,FA,FASPID,Perm,6
3.3,FA,FATESTCD,Req,7
3.3,FA,FATEST,Req,8
3.3,FA,FAOBJ,Req,9
3.3,FA,FACAT,Perm,10
3.3,FA,FASCAT,Perm,11
3.3,FA,FAORRES,Exp,12
3.3,FA,FAORRESU,Perm,13
3.3,FA,FASTRESC,Exp,14
3.3,FA,FASTRESN,Perm,15
3.3,FA,FASTRESU,Perm,16
3.3,FA,FASTAT,Perm,17
3.3,FA,FAREASND,Perm,18
3.3,FA,FALOC,Perm,19
3.3,FA,FALAT,Perm,20
3.3,FA,FALOBXFL,Perm,21
3.3,FA,FABLFL,Perm,22
3.3,FA,FAEVAL,Perm,23
3.3,FA,VISITNUM,Exp,24
3.3,FA,VISIT,Perm,25
3.3,FA,VISITDY,Perm,26
3.3,FA,TAETORD,Perm,27
3.3,FA,EPOCH,Perm,28
3.3,FA,FADTC,Perm,29
3.3,FA,FADY,Perm,30
3.3,SR,STUDYID,Req,1
3.3,SR,DOMAIN,Req,2
3.3,SR,USUBJID,Req,3
3.3,SR,SRSEQ,Req,4
3.3,SR,SRGRPID,Perm,5
3.3,SR,SRREFID,Perm,6
3.3,SR,SRSPID,Perm,7
3.3,SR,SRTESTCD,Req,8
3.3,SR,SRTEST,Req,9
3.3,SR,SROBJ,Req,10
3.3,SR,SRCAT,Perm,11
3.3,SR,SRSCAT,Perm,12
3.3,SR,SRORRES,Exp,13
3.3,SR,SRORRESU,Exp,14
3.3,SR,SRSTRESC,Exp,15
3.3,SR,SRSTRESN,Exp,16
3.3,SR,SRSTRESU,Exp,17
3.3,SR,SRSTAT,Perm,18
3.3,SR,SRREASND,Perm,19
3.3,SR,SRNAM,Perm,20
3.3,SR,SRSPEC,Perm,21
3.3,SR,SRLOC,Perm,22
3.3,SR,SRLAT,Perm,23
3.3,SR,SRMETHOD,Perm,24
3.3,SR,SRLOBXFL,Perm,25
3.3,SR,SRBLFL,Perm,26
3.3,SR,SREVAL,Perm,27
3.3,SR,VISITNUM,Exp,28
3.3,SR,VISIT,Perm,29
3.3,SR,VISITDY,Perm,30
3.3,SR,TAETORD,Perm,31
3.3,SR,EPOCH,Perm,32
3.3,SR,SRDTC,Exp,33
3.3,SR,SRDY,Perm,34
3.3,SR,SRTPT,Perm,35
3.3,SR,SRTPTNUM,Perm,36
3.3,SR,SRELTM,Perm,37
3.3,SR,SRTPTREF,Perm,38
3.3,SR,SRRFTDTC,Perm,39
3.3,TA,STUDYID,Req,1
3.3,TA,DOMAIN,Req,2
3.3,TA,ARMCD,Req,3
3.3,TA,ARM,Req,4
3.3,TA,TAETORD,Req,5
3.3,TA,ETCD,Req,6
3.3,TA,ELEMENT,Perm,7
3.3,TA,TABRANCH,Exp,8
3.3,TA,TATRANS,Exp,9
3.3,TA,EPOCH,Req,10
3.3,TE,STUDYID,Req,1
3.3,TE,DOMAIN,Req,2
3.3,TE,ETCD,Req,3
3.3,TE,ELEMENT,Req,4
3.3,TE,TESTRL,Req,5
3.3,TE,TEENRL,Perm,6
3.3,TE,TEDUR,Perm,7
3.3,TV,STUDYID,Req,1
3.3,TV,DOMAIN,Req,2
3.3,TV,VISITNUM,Req,3
3.3,TV,VISIT,Perm,4
3.3,TV,VISITDY,Perm,5
3.3,TV,ARMCD,Exp,6
3.3,TV,ARM,Perm,7
3.3,TV,TVSTRL,Req,8
3.3,TV,TVENRL,Perm,9
3.3,TD,STUDYID,Req,1
3.3,TD,DOMAIN,Req,2
3.3,TD,TDORDER,Req,3
3.3,TD,TDANCVAR,Req,4
3.3,TD,TDSTOFF,Req,5
3.3,TD,TDTGTPAI,Req,6
3.3,TD,TDMINPAI,Req,7
3.3,TD,TDMAXPAI,Req,8
3.3,TD,TDNUMRPT,Req,9
3.3,TM,STUDYID,Req,1
3.3,TM,DOMAIN,Req,2
3.3,TM,MIDSTYPE,Req,3
3.3,TM,TMDEF,Req,4
3.3,TM,TMRPT,Req,5
3.3,TI,STUDYID,Req,1
3.3,TI,DOMAIN,Req,2
3.3,TI,IETESTCD,Req,3
3.3,TI,IETEST,Req,4
3.3,TI,IECAT,Req,5
3.3,TI,IESCAT,Perm,6
3.3,TI,TIRL,Perm,7
3.3,TI,TIVERS,Perm,8
3.3,TS,STUDYID,Req,1
3.3,TS,DOMAIN,Req,2
3.3,TS,TSSEQ,Req,3
3.3,TS,TSGRPID,Perm,4
3.3,TS,TSPARMCD,Req,5
3.3,TS,TSPARM,Req,6
3.3,TS,TSVAL,Exp,7
3.3,TS,TSVALNF,Perm,8
3.3,TS,TSVALCD,Exp,9
3.3,TS,TSVCDREF,Exp,10
3.3,TS,TSVCDVER,Exp,11
3.3,RELREC,STUDYID,Req,1
3.3,RELREC,RDOMAIN,Req,2
3.3,RELREC,USUBJID,Exp,3
3.3,RELREC,IDVAR,Req,4
3.3,RELREC,IDVARVAL,Exp,5
3.3,RELREC,RELTYPE,Exp,6
3.3,RELREC,RELID,Req,7
3.3,SUPPQUAL,STUDYID,Req,1
3.3,SUPPQUAL,RDOMAIN,Req,2
3.3,SUPPQUAL,USUBJID,Req,3
3.3,SUPPQUAL,IDVAR,Exp,4
3.3,SUPPQUAL,IDVARVAL,Exp,5
3.3,SUPPQUAL,QNAM,Req,6
3.3,SUPPQUAL,QLABEL,Req,7
3.3,SUPPQUAL,QVAL,Req,8
3.3,SUPPQUAL,QORIG,Req,9
3.3,SUPPQUAL,QEVAL,Exp,10
3.3,RELSUB,STUDYID,Req,1
3.3,RELSUB,USUBJID,Exp,2
3.3,RELSUB,POOLID,Perm,3
3.3,RELSUB,RSUBJID,Req,4
3.3,RELSUB,SREL,Req,5
3.3,OI,STUDYID,Req,1
3.3,OI,DOMAIN,Req,2
3.3,OI,NHOID,Req,3
3.3,OI,OISEQ,Req,4
3.3,OI,OIPARMCD,Req,5
3.3,OI,OIPARM,Req,6
3.3,OI,OIVAL,Req,7
3.4,AG,STUDYID,Req,1
3.4,AG,DOMAIN,Req,2
3.4,AG,USUBJID,Req,3
3.4,AG,AGSEQ,Req,4
3.4,AG,AGGRPID,Perm,5
3.4,AG,AGSPID,Perm,6
3.4,AG,AGLNKID,Perm,7
3.4,AG,AGLNKGRP,Perm,8
3.4,AG,AGTRT,Req,9
3.4,AG,AGMODIFY,Perm,10
3.4,AG,AGDECOD,Perm,11
3.4,AG,AGCAT,Perm,12
3.4,AG,AGSCAT,Perm,13
3.4,AG,AGPRESP,Perm,14
3.4,AG,AGOCCUR,Perm,15
3.4,AG,AGSTAT,Perm,16
3.4,AG,AGREASND,Perm,17
3.4,AG,AGCLAS,Perm,18
3.4,AG,AGCLASCD,Perm,19
3.4,AG,AGDOSE,Perm,20
3.4,AG,AGDOSTXT,Perm,21
3.4,AG,AGDOSU,Perm,22
3.4,AG,AGDOSFRM,Perm,23
3.4,AG,AGDOSFRQ,Perm,24
3.4,AG,AGROUTE,Perm,25
3.4,AG,VISITNUM,Exp,26
3.4,AG,VISIT,Perm,27
3.4,AG,VISITDY,Perm,28
3.4,AG,TAETORD,Perm,29
3.4,AG,EPOCH,Perm,30
3.4,AG,AGSTDTC,Perm,31
3.4,AG,AGENDTC,Perm,32
3.4,AG,AGSTDY,Perm,33
3.4,AG,AGENDY,Perm,34
3.4,AG,AGDUR,Perm,35
3.4,AG,AGSTRF,Perm,36
3.4,AG,AGENRF,Perm,37
3.4,AG,AGSTRTPT,Perm,38
3.4,AG,AGSTTPT,Perm,39
3.4,AG,AGENRTPT,Perm,40
3.4,AG,AGENTPT,Perm,41
3.4,CM,STUDYID,Req,1
3.4,CM,DOMAIN,Req,2
3.4,CM,USUBJID,Req,3
3.4,CM,CMSEQ,Req,4
3.4,CM,CMGRPID,Perm,5
3.4,CM,CMSPID,Perm,6
3.4,CM,CMTRT,Req,7
3.4,CM,CMMODIFY,Perm,8
3.4,CM,CMDECOD,Perm,9
3.4,CM,CMCAT,Perm,10
3.4,CM,CMSCAT,Perm,11
3.4,CM,CMPRESP,Perm,12
3.4,CM,CMOCCUR,Perm,13
3.4,CM,CMSTAT,Perm,14
3.4,CM,CMREASND,Perm,15
3.4,CM,CMINDC,Perm,16
3.4,CM,CMCLAS,Perm,17
3.4,CM,CMCLASCD,Perm,18
3.4,CM,CMDOSE,Perm,19
3.4,CM,CMDOSTXT,Perm,20
3.4,CM,CMDOSU,Perm,21
3.4,CM,CMDOSFRM,Perm,22
3.4,CM,CMDOSFRQ,Perm,23
3.4,CM,CMDOSTOT,Perm,24
3.4,CM,CMDOSRGM,Perm,25
3.4,CM,CMROUTE,Perm,26
3.4,CM,CMADJ,Perm,27
3.4,CM,CMRSDISC,Perm,28
3.4,CM,TAETORD,Perm,29
3.4,CM,EPOCH,Perm,30
3.4,CM,CMSTDTC,Perm,31
3.4,CM,CMENDTC,Perm,32
3.4,CM,CMSTDY,Perm,33
3.4,CM,CMENDY,Perm,34
3.4,CM,CMDUR,Perm,35
3.4,CM,CMSTRF,Perm,36
3.4,CM,CMENRF,Perm,37
3.4,CM,CMSTRTPT,Perm,38
3.4,CM,CMSTTPT,Perm,39
3.4,CM,CMENRTPT,Perm,40
3.4,CM,CMENTPT,Perm,41
3.4,EC,STUDYID,Req,1
3.4,EC,DOMAIN,Req,2
3.4,EC,USUBJID,Req,3
3.4,EC,ECSEQ,Req,4
3.4,EC,ECGRPID,Perm,5
3.4,EC,ECREFID,Perm,6
3.4,EC,ECSPID,Perm,7
3.4,EC,ECLNKID,Perm,8
3.4,EC,ECLNKGRP,Perm,9
3.4,EC,ECTRT,Req,10
3.4,EC,ECMOOD,Perm,11
3.4,EC,ECCAT,Perm,12
3.4,EC,ECSCAT,Perm,13
3.4,EC,ECPRESP,Perm,14
3.4,EC,ECOCCUR,Perm,15
3.4,EC,ECREASOC,Perm,16
3.4,EC,ECDOSE,Exp,17
3.4,EC,ECDOSTXT,Perm,18
3.4,EC,ECDOSU,Exp,19
3.4,EC,ECDOSFRM,Exp,20
3.4,EC,ECDOSFRQ,Perm,21
3.4,EC,ECDOSTOT,Perm,22
3.4,EC,ECDOSRGM,Perm,23
3.4,EC,ECROUTE,Perm,24
3.4,EC,ECLOT,Perm,25
3.4,EC,ECLOC,Perm,26
3.4,EC,ECLAT,Perm,27
3.4,EC,ECDIR,Perm,28
3.4,EC,ECPORTOT,Perm,29
3.4,EC,ECFAST,Perm,30
3.4,EC,ECPSTRG,Perm,31
3.4,EC,ECPSTRGU,Perm,32
3.4,EC,ECADJ,Perm,33
3.4,EC,TAETORD,Perm,34
3.4,EC,EPOCH,Perm,35
3.4,EC,ECSTDTC,Exp,36
3.4,EC,ECENDTC,Exp,37
3.4,EC,ECSTDY,Perm,38
3.4,EC,ECENDY,Perm,39
3.4,EC,ECDUR,Perm,40
3.4,EC,ECTPT,Perm,41
3.4,EC,ECTPTNUM,Perm,42
3.4,EC,ECELTM,Perm,43
3.4,EC,ECTPTREF,Perm,44
3.4,EC,ECRFTDTC,Perm,45
3.4,EX,STUDYID,Req,1
3.4,EX,DOMAIN,Req,2
3.4,EX,USUBJID,Req,3
3.4,EX,EXSEQ,Req,4
3.4,EX,EXGRPID,Perm,5
3.4,EX,EXREFID,Perm,6
3.4,EX,EXSPID,Perm,7
3.4,EX,EXLNKID,Perm,8
3.4,EX,EXLNKGRP,Perm,9
3.4,EX,EXTRT,Req,10
3.4,EX,EXCAT,Perm,11
3.4,EX,EXSCAT,Perm,12
3.4,EX,EXDOSE,Exp,13
3.4,EX,EXDOSTXT,Perm,14
3.4,EX,EXDOSU,Exp,15
